Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total,Festival,DayofWeek,PCR_GDP_GR,HK_GDP_GR,PCR_CPI_GR,HK_CPI_GR,Weather
12/30/2019,Macau Ferry Terminal,Arrival,10498,567,3302,14367,FALSE,2,0.1023,0.0346,-0.004,0.0074,4. Heavy Rain
12/30/2019,Macau Ferry Terminal,Departure,9942,543,2983,13468,FALSE,2,0.1023,0.0346,-0.004,0.0074,4. Heavy Rain
12/30/2019,Tuen Mun Ferry Terminal,Arrival,626,5,30,661,FALSE,2,0.1023,0.0346,-0.004,0.0074,4. Heavy Rain
12/30/2019,Tuen Mun Ferry Terminal,Departure,601,4,23,628,FALSE,2,0.1023,0.0346,-0.004,0.0074,4. Heavy Rain
12/31/2019,Airport,Arrival,58757,4109,14087,76953,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
12/31/2019,Airport,Departure,26654,5183,14984,46821,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
12/31/2019,Express Rail Link West Kowloon,Arrival,13602,7453,1188,22243,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
12/31/2019,Express Rail Link West Kowloon,Departure,9502,6318,502,16322,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
12/31/2019,Hung Hom,Arrival,1528,467,162,2157,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
12/31/2019,Hung Hom,Departure,1026,420,115,1561,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
12/31/2019,Lo Wu,Arrival,79480,19271,1102,99853,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
12/31/2019,Lo Wu,Departure,86505,19042,816,106363,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
12/31/2019,Lok Ma Chau Spur Line,Arrival,43113,16921,494,60528,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
12/31/2019,Lok Ma Chau Spur Line,Departure,45852,14823,331,61006,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
12/31/2019,Hong Kong-Zhuhai-Macao Bridge,Arrival,15091,2265,2835,20191,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
12/31/2019,Hong Kong-Zhuhai-Macao Bridge,Departure,16844,3196,3347,23387,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
12/31/2019,Lok Ma Chau,Arrival,22789,5464,724,28977,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
12/31/2019,Lok Ma Chau,Departure,24429,4928,410,29767,FALSE,3,0.1023,0.0346,-0.004,0.0074,1. No Rain
