date,control point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total,HKD2CNY,平均温度(°F),平均风速(knots),降水量(in)
4/4/2019,Airport,Arrival,29331,15048,32239,76618,1.1686,70,2.2,0
4/4/2019,Airport,Departure,48963,11905,21276,82144,1.1686,70,2.2,0
4/4/2019,Express Rail Link West Kowloon,Arrival,7063,17165,1557,25785,1.1686,70,2.2,0
4/4/2019,Express Rail Link West Kowloon,Departure,20618,9134,873,30625,1.1686,70,2.2,0
4/4/2019,Hung Hom,Arrival,1871,1123,402,3396,1.1686,70,2.2,0
4/4/2019,Hung Hom,Departure,4581,920,318,5819,1.1686,70,2.2,0
4/4/2019,Lo Wu,Arrival,75438,22606,1957,100001,1.1686,70,2.2,0
4/4/2019,Lo Wu,Departure,158537,24415,1933,184885,1.1686,70,2.2,0
4/4/2019,Lok Ma Chau Spur Line,Arrival,45863,21225,894,67982,1.1686,70,2.2,0
4/4/2019,Lok Ma Chau Spur Line,Departure,64735,19131,655,84521,1.1686,70,2.2,0
4/4/2019,Hong Kong-Zhuhai-Macao Bridge,Arrival,10268,7215,3396,20879,1.1686,70,2.2,0
4/4/2019,Hong Kong-Zhuhai-Macao Bridge,Departure,23082,9213,3886,36181,1.1686,70,2.2,0
4/4/2019,Lok Ma Chau,Arrival,24220,9707,1557,35484,1.1686,70,2.2,0
4/4/2019,Lok Ma Chau,Departure,32913,6883,873,40669,1.1686,70,2.2,0
4/4/2019,Man Kam To,Arrival,3538,1601,42,5181,1.1686,70,2.2,0
4/4/2019,Man Kam To,Departure,4715,1341,57,6113,1.1686,70,2.2,0
4/4/2019,Sha Tau Kok,Arrival,3035,873,214,4122,1.1686,70,2.2,0
4/4/2019,Sha Tau Kok,Departure,5414,784,116,6314,1.1686,70,2.2,0
4/4/2019,Shenzhen Bay,Arrival,28058,18747,2348,49153,1.1686,70,2.2,0
4/4/2019,Shenzhen Bay,Departure,58317,18170,1523,78010,1.1686,70,2.2,0
4/4/2019,China Ferry Terminal,Arrival,2617,1448,1621,5686,1.1686,70,2.2,0
4/4/2019,China Ferry Terminal,Departure,6263,1742,1534,9539,1.1686,70,2.2,0
4/4/2019,Harbour Control,Arrival,1,0,156,157,1.1686,70,2.2,0
4/4/2019,Harbour Control,Departure,2,0,7,9,1.1686,70,2.2,0
4/4/2019,Kai Tak Cruise Terminal,Arrival,622,173,28,823,1.1686,70,2.2,0
4/4/2019,Kai Tak Cruise Terminal,Departure,578,135,60,773,1.1686,70,2.2,0
4/4/2019,Macau Ferry Terminal,Arrival,9137,3465,4667,17269,1.1686,70,2.2,0
4/4/2019,Macau Ferry Terminal,Departure,12921,1413,3968,18302,1.1686,70,2.2,0
4/4/2019,Tuen Mun Ferry Terminal,Arrival,579,11,32,622,1.1686,70,2.2,0
4/4/2019,Tuen Mun Ferry Terminal,Departure,882,19,19,920,1.1686,70,2.2,0
4/5/2019,Airport,Arrival,26473,15022,28019,69514,1.1685,75.2,1.5,0
4/5/2019,Airport,Departure,36156,10175,21923,68254,1.1685,75.2,1.5,0
4/5/2019,Express Rail Link West Kowloon,Arrival,8611,39301,2005,49917,1.1685,75.2,1.5,0
4/5/2019,Express Rail Link West Kowloon,Departure,19026,20803,1028,40857,1.1685,75.2,1.5,0
4/5/2019,Hung Hom,Arrival,2820,2406,513,5739,1.1685,75.2,1.5,0
4/5/2019,Hung Hom,Departure,5245,1205,341,6791,1.1685,75.2,1.5,0
4/5/2019,Lo Wu,Arrival,116763,48377,2332,167472,1.1685,75.2,1.5,0
4/5/2019,Lo Wu,Departure,126522,49229,2165,177916,1.1685,75.2,1.5,0
4/5/2019,Lok Ma Chau Spur Line,Arrival,57172,54625,1047,112844,1.1685,75.2,1.5,0
4/5/2019,Lok Ma Chau Spur Line,Departure,64797,45106,793,110696,1.1685,75.2,1.5,0
4/5/2019,Hong Kong-Zhuhai-Macao Bridge,Arrival,21630,13976,5692,41298,1.1685,75.2,1.5,0
4/5/2019,Hong Kong-Zhuhai-Macao Bridge,Departure,30200,17421,5440,53061,1.1685,75.2,1.5,0
4/5/2019,Lok Ma Chau,Arrival,31161,12980,1262,45403,1.1685,75.2,1.5,0
4/5/2019,Lok Ma Chau,Departure,31262,12183,832,44277,1.1685,75.2,1.5,0
4/5/2019,Man Kam To,Arrival,2251,4203,91,6545,1.1685,75.2,1.5,0
4/5/2019,Man Kam To,Departure,2772,2678,61,5511,1.1685,75.2,1.5,0
4/5/2019,Sha Tau Kok,Arrival,4227,2097,165,6489,1.1685,75.2,1.5,0
4/5/2019,Sha Tau Kok,Departure,5077,1289,78,6444,1.1685,75.2,1.5,0
4/5/2019,Shenzhen Bay,Arrival,40928,40828,2188,83944,1.1685,75.2,1.5,0
4/5/2019,Shenzhen Bay,Departure,49773,34222,1506,85501,1.1685,75.2,1.5,0
4/5/2019,China Ferry Terminal,Arrival,3607,3088,1632,8327,1.1685,75.2,1.5,0
4/5/2019,China Ferry Terminal,Departure,7095,2258,1601,10954,1.1685,75.2,1.5,0
4/5/2019,Harbour Control,Arrival,23,0,140,163,1.1685,75.2,1.5,0
4/5/2019,Harbour Control,Departure,1,4,6,11,1.1685,75.2,1.5,0
4/5/2019,Kai Tak Cruise Terminal,Arrival,1071,3598,870,5539,1.1685,75.2,1.5,0
4/5/2019,Kai Tak Cruise Terminal,Departure,3543,3971,344,7858,1.1685,75.2,1.5,0
4/5/2019,Macau Ferry Terminal,Arrival,13230,2094,5888,21212,1.1685,75.2,1.5,0
4/5/2019,Macau Ferry Terminal,Departure,14860,2114,3883,20857,1.1685,75.2,1.5,0
4/5/2019,Tuen Mun Ferry Terminal,Arrival,1190,21,61,1272,1.1685,75.2,1.5,0
4/5/2019,Tuen Mun Ferry Terminal,Departure,1500,21,34,1555,1.1685,75.2,1.5,0
4/6/2019,Airport,Arrival,33868,11514,25451,70833,1.1685,77.5,5.1,0
4/6/2019,Airport,Departure,26966,12658,25204,64828,1.1685,77.5,5.1,0
4/6/2019,Express Rail Link West Kowloon,Arrival,13517,32986,1439,47942,1.1685,77.5,5.1,0
4/6/2019,Express Rail Link West Kowloon,Departure,8403,29049,1166,38618,1.1685,77.5,5.1,0
4/6/2019,Hung Hom,Arrival,3099,1630,348,5077,1.1685,77.5,5.1,0
4/6/2019,Hung Hom,Departure,2222,2039,378,4639,1.1685,77.5,5.1,0
4/6/2019,Lo Wu,Arrival,107995,46596,2360,156951,1.1685,77.5,5.1,0
4/6/2019,Lo Wu,Departure,91518,58985,2567,153070,1.1685,77.5,5.1,0
4/6/2019,Lok Ma Chau Spur Line,Arrival,49496,57220,1021,107737,1.1685,77.5,5.1,0
4/6/2019,Lok Ma Chau Spur Line,Departure,51143,57912,986,110041,1.1685,77.5,5.1,0
4/6/2019,Hong Kong-Zhuhai-Macao Bridge,Arrival,20781,15792,4833,41406,1.1685,77.5,5.1,0
4/6/2019,Hong Kong-Zhuhai-Macao Bridge,Departure,19254,17894,4790,41938,1.1685,77.5,5.1,0
4/6/2019,Lok Ma Chau,Arrival,29620,11672,814,42106,1.1685,77.5,5.1,0
4/6/2019,Lok Ma Chau,Departure,23474,12666,1073,37213,1.1685,77.5,5.1,0
4/6/2019,Man Kam To,Arrival,2001,4264,35,6300,1.1685,77.5,5.1,0
4/6/2019,Man Kam To,Departure,2013,3294,38,5345,1.1685,77.5,5.1,0
4/6/2019,Sha Tau Kok,Arrival,3069,1996,130,5195,1.1685,77.5,5.1,0
4/6/2019,Sha Tau Kok,Departure,2685,1553,164,4402,1.1685,77.5,5.1,0
4/6/2019,Shenzhen Bay,Arrival,37567,41015,1942,80524,1.1685,77.5,5.1,0
4/6/2019,Shenzhen Bay,Departure,30135,42571,2256,74962,1.1685,77.5,5.1,0
4/6/2019,China Ferry Terminal,Arrival,4514,2796,1679,8989,1.1685,77.5,5.1,0
4/6/2019,China Ferry Terminal,Departure,3318,3523,1667,8508,1.1685,77.5,5.1,0
4/6/2019,Harbour Control,Arrival,8,0,46,54,1.1685,77.5,5.1,0
4/6/2019,Harbour Control,Departure,1,2,12,15,1.1685,77.5,5.1,0
4/6/2019,Kai Tak Cruise Terminal,Arrival,624,339,35,998,1.1685,77.5,5.1,0
4/6/2019,Kai Tak Cruise Terminal,Departure,831,230,682,1743,1.1685,77.5,5.1,0
4/6/2019,Macau Ferry Terminal,Arrival,12723,2325,5293,20341,1.1685,77.5,5.1,0
4/6/2019,Macau Ferry Terminal,Departure,11907,2510,4803,19220,1.1685,77.5,5.1,0
4/6/2019,Tuen Mun Ferry Terminal,Arrival,923,49,57,1029,1.1685,77.5,5.1,0
4/6/2019,Tuen Mun Ferry Terminal,Departure,906,32,34,972,1.1685,77.5,5.1,0
4/7/2019,Airport,Arrival,51416,13499,22178,87093,1.1685,78.9,5.9,0
4/7/2019,Airport,Departure,29332,16547,33015,78894,1.1685,78.9,5.9,0
4/7/2019,Express Rail Link West Kowloon,Arrival,23788,14291,878,38957,1.1685,78.9,5.9,0
4/7/2019,Express Rail Link West Kowloon,Departure,5177,28620,1892,35689,1.1685,78.9,5.9,0
4/7/2019,Hung Hom,Arrival,5437,1404,293,7134,1.1685,78.9,5.9,0
4/7/2019,Hung Hom,Departure,1546,2074,556,4176,1.1685,78.9,5.9,0
4/7/2019,Lo Wu,Arrival,146316,26313,1774,174403,1.1685,78.9,5.9,0
4/7/2019,Lo Wu,Departure,69191,33734,2227,105152,1.1685,78.9,5.9,0
4/7/2019,Lok Ma Chau Spur Line,Arrival,62183,27444,607,90234,1.1685,78.9,5.9,0
4/7/2019,Lok Ma Chau Spur Line,Departure,36968,31131,1046,69145,1.1685,78.9,5.9,0
4/7/2019,Hong Kong-Zhuhai-Macao Bridge,Arrival,31494,9876,4156,45526,1.1685,78.9,5.9,0
4/7/2019,Hong Kong-Zhuhai-Macao Bridge,Departure,14405,12006,4923,31334,1.1685,78.9,5.9,0
4/7/2019,Lok Ma Chau,Arrival,39200,10546,692,50438,1.1685,78.9,5.9,0
4/7/2019,Lok Ma Chau,Departure,18645,10640,1832,31117,1.1685,78.9,5.9,0
4/7/2019,Man Kam To,Arrival,2817,2428,36,5281,1.1685,78.9,5.9,0
4/7/2019,Man Kam To,Departure,1516,2088,50,3654,1.1685,78.9,5.9,0
4/7/2019,Sha Tau Kok,Arrival,4531,1263,70,5864,1.1685,78.9,5.9,0
4/7/2019,Sha Tau Kok,Departure,2280,1247,193,3720,1.1685,78.9,5.9,0
4/7/2019,Shenzhen Bay,Arrival,58655,21734,1313,81702,1.1685,78.9,5.9,0
4/7/2019,Shenzhen Bay,Departure,22973,29817,3102,55892,1.1685,78.9,5.9,0
4/7/2019,China Ferry Terminal,Arrival,7271,1807,1193,10271,1.1685,78.9,5.9,0
4/7/2019,China Ferry Terminal,Departure,2272,2427,1793,6492,1.1685,78.9,5.9,0
4/7/2019,Harbour Control,Arrival,1,0,84,85,1.1685,78.9,5.9,0
4/7/2019,Harbour Control,Departure,1,1,26,28,1.1685,78.9,5.9,0
4/7/2019,Kai Tak Cruise Terminal,Arrival,3748,771,2265,6784,1.1685,78.9,5.9,0
4/7/2019,Kai Tak Cruise Terminal,Departure,487,977,61,1525,1.1685,78.9,5.9,0
4/7/2019,Macau Ferry Terminal,Arrival,14749,1718,3679,20146,1.1685,78.9,5.9,0
4/7/2019,Macau Ferry Terminal,Departure,8350,1418,4496,14264,1.1685,78.9,5.9,0
4/7/2019,Tuen Mun Ferry Terminal,Arrival,1120,56,36,1212,1.1685,78.9,5.9,0
4/7/2019,Tuen Mun Ferry Terminal,Departure,743,29,37,809,1.1685,78.9,5.9,0
4/18/2019,Airport,Arrival,37783,12809,27943,78535,1.1699,75.2,3.2,0
4/18/2019,Airport,Departure,80346,6535,17371,104252,1.1699,75.2,3.2,0
4/18/2019,Express Rail Link West Kowloon,Arrival,7463,14217,2257,23937,1.1699,75.2,3.2,0
4/18/2019,Express Rail Link West Kowloon,Departure,31938,14298,1646,47882,1.1699,75.2,3.2,0
4/18/2019,Hung Hom,Arrival,1545,1167,691,3403,1.1699,75.2,3.2,0
4/18/2019,Hung Hom,Departure,3916,1183,384,5483,1.1699,75.2,3.2,0
4/18/2019,Lo Wu,Arrival,73239,24496,1856,99591,1.1699,75.2,3.2,0
4/18/2019,Lo Wu,Departure,122524,28958,2190,153672,1.1699,75.2,3.2,0
4/18/2019,Lok Ma Chau Spur Line,Arrival,41032,21305,827,63164,1.1699,75.2,3.2,0
4/18/2019,Lok Ma Chau Spur Line,Departure,63481,20216,757,84454,1.1699,75.2,3.2,0
4/18/2019,Hong Kong-Zhuhai-Macao Bridge,Arrival,12686,9453,4795,26934,1.1699,75.2,3.2,0
4/18/2019,Hong Kong-Zhuhai-Macao Bridge,Departure,27928,26476,4704,59108,1.1699,75.2,3.2,0
4/18/2019,Lok Ma Chau,Arrival,22798,15944,1440,40182,1.1699,75.2,3.2,0
4/18/2019,Lok Ma Chau,Departure,30783,11279,1250,43312,1.1699,75.2,3.2,0
4/18/2019,Man Kam To,Arrival,2398,2425,34,4857,1.1699,75.2,3.2,0
4/18/2019,Man Kam To,Departure,3160,1705,47,4912,1.1699,75.2,3.2,0
4/18/2019,Sha Tau Kok,Arrival,1985,874,109,2968,1.1699,75.2,3.2,0
4/18/2019,Sha Tau Kok,Departure,3248,841,100,4189,1.1699,75.2,3.2,0
4/18/2019,Shenzhen Bay,Arrival,25395,18373,2236,46004,1.1699,75.2,3.2,0
4/18/2019,Shenzhen Bay,Departure,51346,22183,1935,75464,1.1699,75.2,3.2,0
4/18/2019,China Ferry Terminal,Arrival,2657,1357,1632,5646,1.1699,75.2,3.2,0
4/18/2019,China Ferry Terminal,Departure,5548,1973,1763,9284,1.1699,75.2,3.2,0
4/18/2019,Harbour Control,Arrival,15,2,97,114,1.1699,75.2,3.2,0
4/18/2019,Harbour Control,Departure,3,3,31,37,1.1699,75.2,3.2,0
4/18/2019,Kai Tak Cruise Terminal,Arrival,677,3276,103,4056,1.1699,75.2,3.2,0
4/18/2019,Kai Tak Cruise Terminal,Departure,4494,438,172,5104,1.1699,75.2,3.2,0
4/18/2019,Macau Ferry Terminal,Arrival,10586,1261,4806,16653,1.1699,75.2,3.2,0
4/18/2019,Macau Ferry Terminal,Departure,15661,1531,4522,21714,1.1699,75.2,3.2,0
4/18/2019,Tuen Mun Ferry Terminal,Arrival,824,15,41,880,1.1699,75.2,3.2,0
4/18/2019,Tuen Mun Ferry Terminal,Departure,1013,14,24,1051,1.1699,75.2,3.2,0
4/19/2019,Airport,Arrival,32979,12242,30750,75971,1.1699,73.5,3.5,0.39
4/19/2019,Airport,Departure,73456,7406,21236,102098,1.1699,73.5,3.5,0.39
4/19/2019,Express Rail Link West Kowloon,Arrival,7724,11831,2691,22246,1.1699,73.5,3.5,0.39
4/19/2019,Express Rail Link West Kowloon,Departure,47759,9999,998,58756,1.1699,73.5,3.5,0.39
4/19/2019,Hung Hom,Arrival,1483,1207,1007,3697,1.1699,73.5,3.5,0.39
4/19/2019,Hung Hom,Departure,7147,765,258,8170,1.1699,73.5,3.5,0.39
4/19/2019,Lo Wu,Arrival,84852,18499,2155,105506,1.1699,73.5,3.5,0.39
4/19/2019,Lo Wu,Departure,184063,21549,2415,208027,1.1699,73.5,3.5,0.39
4/19/2019,Lok Ma Chau Spur Line,Arrival,48534,16086,769,65389,1.1699,73.5,3.5,0.39
4/19/2019,Lok Ma Chau Spur Line,Departure,114018,14541,702,129261,1.1699,73.5,3.5,0.39
4/19/2019,Hong Kong-Zhuhai-Macao Bridge,Arrival,18963,8731,6901,34595,1.1699,73.5,3.5,0.39
4/19/2019,Hong Kong-Zhuhai-Macao Bridge,Departure,57076,20711,5726,83513,1.1699,73.5,3.5,0.39
4/19/2019,Lok Ma Chau,Arrival,24777,10659,1734,37170,1.1699,73.5,3.5,0.39
4/19/2019,Lok Ma Chau,Departure,39692,7582,1129,48403,1.1699,73.5,3.5,0.39
4/19/2019,Man Kam To,Arrival,1323,1648,46,3017,1.1699,73.5,3.5,0.39
4/19/2019,Man Kam To,Departure,3416,1336,126,4878,1.1699,73.5,3.5,0.39
4/19/2019,Sha Tau Kok,Arrival,1759,592,142,2493,1.1699,73.5,3.5,0.39
4/19/2019,Sha Tau Kok,Departure,4770,559,116,5445,1.1699,73.5,3.5,0.39
4/19/2019,Shenzhen Bay,Arrival,24803,13266,2772,40841,1.1699,73.5,3.5,0.39
4/19/2019,Shenzhen Bay,Departure,72830,13754,1665,88249,1.1699,73.5,3.5,0.39
4/19/2019,China Ferry Terminal,Arrival,2778,1217,1850,5845,1.1699,73.5,3.5,0.39
4/19/2019,China Ferry Terminal,Departure,10636,1421,1417,13474,1.1699,73.5,3.5,0.39
4/19/2019,Harbour Control,Arrival,1,0,104,105,1.1699,73.5,3.5,0.39
4/19/2019,Harbour Control,Departure,0,0,3,3,1.1699,73.5,3.5,0.39
4/19/2019,Kai Tak Cruise Terminal,Arrival,1001,3043,47,4091,1.1699,73.5,3.5,0.39
4/19/2019,Kai Tak Cruise Terminal,Departure,3879,728,631,5238,1.1699,73.5,3.5,0.39
4/19/2019,Macau Ferry Terminal,Arrival,13216,1321,5367,19904,1.1699,73.5,3.5,0.39
4/19/2019,Macau Ferry Terminal,Departure,21872,1487,4687,28046,1.1699,73.5,3.5,0.39
4/19/2019,Tuen Mun Ferry Terminal,Arrival,1049,6,97,1152,1.1699,73.5,3.5,0.39
4/19/2019,Tuen Mun Ferry Terminal,Departure,1791,25,23,1839,1.1699,73.5,3.5,0.39
4/20/2019,Airport,Arrival,43572,12896,25898,82366,1.1699,74,1.8,3.84
4/20/2019,Airport,Departure,44172,10732,28831,83735,1.1699,74,1.8,3.84
4/20/2019,Express Rail Link West Kowloon,Arrival,12396,19531,2552,34479,1.1699,74,1.8,3.84
4/20/2019,Express Rail Link West Kowloon,Departure,24175,15840,1402,41417,1.1699,74,1.8,3.84
4/20/2019,Hung Hom,Arrival,2163,1251,648,4062,1.1699,74,1.8,3.84
4/20/2019,Hung Hom,Departure,4594,1000,438,6032,1.1699,74,1.8,3.84
4/20/2019,Lo Wu,Arrival,96913,30500,2665,130078,1.1699,74,1.8,3.84
4/20/2019,Lo Wu,Departure,120410,31567,2312,154289,1.1699,74,1.8,3.84
4/20/2019,Lok Ma Chau Spur Line,Arrival,53428,33666,982,88076,1.1699,74,1.8,3.84
4/20/2019,Lok Ma Chau Spur Line,Departure,69004,30732,711,100447,1.1699,74,1.8,3.84
4/20/2019,Hong Kong-Zhuhai-Macao Bridge,Arrival,29980,15847,5741,51568,1.1699,74,1.8,3.84
4/20/2019,Hong Kong-Zhuhai-Macao Bridge,Departure,36536,22396,5715,64647,1.1699,74,1.8,3.84
4/20/2019,Lok Ma Chau,Arrival,29161,13079,1522,43762,1.1699,74,1.8,3.84
4/20/2019,Lok Ma Chau,Departure,25983,10404,1056,37443,1.1699,74,1.8,3.84
4/20/2019,Man Kam To,Arrival,1547,3188,77,4812,1.1699,74,1.8,3.84
4/20/2019,Man Kam To,Departure,2007,1809,24,3840,1.1699,74,1.8,3.84
4/20/2019,Sha Tau Kok,Arrival,2430,1122,184,3736,1.1699,74,1.8,3.84
4/20/2019,Sha Tau Kok,Departure,3397,918,82,4397,1.1699,74,1.8,3.84
4/20/2019,Shenzhen Bay,Arrival,33155,27043,2906,63104,1.1699,74,1.8,3.84
4/20/2019,Shenzhen Bay,Departure,45603,27062,1764,74429,1.1699,74,1.8,3.84
4/20/2019,China Ferry Terminal,Arrival,4449,1503,1498,7450,1.1699,74,1.8,3.84
4/20/2019,China Ferry Terminal,Departure,6131,1505,1624,9260,1.1699,74,1.8,3.84
4/20/2019,Harbour Control,Arrival,2,1,159,162,1.1699,74,1.8,3.84
4/20/2019,Harbour Control,Departure,0,0,15,15,1.1699,74,1.8,3.84
4/20/2019,Kai Tak Cruise Terminal,Arrival,911,192,3812,4915,1.1699,74,1.8,3.84
4/20/2019,Kai Tak Cruise Terminal,Departure,763,371,27,1161,1.1699,74,1.8,3.84
4/20/2019,Macau Ferry Terminal,Arrival,17119,1278,4844,23241,1.1699,74,1.8,3.84
4/20/2019,Macau Ferry Terminal,Departure,16922,1643,4847,23412,1.1699,74,1.8,3.84
4/20/2019,Tuen Mun Ferry Terminal,Arrival,1395,14,46,1455,1.1699,74,1.8,3.84
4/20/2019,Tuen Mun Ferry Terminal,Departure,1285,24,43,1352,1.1699,74,1.8,3.84
4/21/2019,Airport,Arrival,59308,11766,23072,94146,1.1699,81.2,3.9,1.22
4/21/2019,Airport,Departure,39595,12921,34322,86838,1.1699,81.2,3.9,1.22
4/21/2019,Express Rail Link West Kowloon,Arrival,26608,14750,1437,42795,1.1699,81.2,3.9,1.22
4/21/2019,Express Rail Link West Kowloon,Departure,13050,18736,2042,33828,1.1699,81.2,3.9,1.22
4/21/2019,Hung Hom,Arrival,5777,1235,355,7367,1.1699,81.2,3.9,1.22
4/21/2019,Hung Hom,Departure,2079,1287,574,3940,1.1699,81.2,3.9,1.22
4/21/2019,Lo Wu,Arrival,146295,29269,2410,177974,1.1699,81.2,3.9,1.22
4/21/2019,Lo Wu,Departure,96370,35486,2580,134436,1.1699,81.2,3.9,1.22
4/21/2019,Lok Ma Chau Spur Line,Arrival,77898,36318,872,115088,1.1699,81.2,3.9,1.22
4/21/2019,Lok Ma Chau Spur Line,Departure,59928,33836,1011,94775,1.1699,81.2,3.9,1.22
4/21/2019,Hong Kong-Zhuhai-Macao Bridge,Arrival,44425,14458,5691,64574,1.1699,81.2,3.9,1.22
4/21/2019,Hong Kong-Zhuhai-Macao Bridge,Departure,32780,20520,7052,60352,1.1699,81.2,3.9,1.22
4/21/2019,Lok Ma Chau,Arrival,41619,15990,979,58588,1.1699,81.2,3.9,1.22
4/21/2019,Lok Ma Chau,Departure,24702,13886,1588,40176,1.1699,81.2,3.9,1.22
4/21/2019,Man Kam To,Arrival,2517,5454,127,8098,1.1699,81.2,3.9,1.22
4/21/2019,Man Kam To,Departure,1678,2517,52,4247,1.1699,81.2,3.9,1.22
4/21/2019,Sha Tau Kok,Arrival,3729,1172,99,5000,1.1699,81.2,3.9,1.22
4/21/2019,Sha Tau Kok,Departure,2786,1078,150,4014,1.1699,81.2,3.9,1.22
4/21/2019,Shenzhen Bay,Arrival,66178,23812,1869,91859,1.1699,81.2,3.9,1.22
4/21/2019,Shenzhen Bay,Departure,34068,30006,2645,66719,1.1699,81.2,3.9,1.22
4/21/2019,China Ferry Terminal,Arrival,7999,1014,1156,10169,1.1699,81.2,3.9,1.22
4/21/2019,China Ferry Terminal,Departure,4595,1681,1679,7955,1.1699,81.2,3.9,1.22
4/21/2019,Harbour Control,Arrival,1,0,161,162,1.1699,81.2,3.9,1.22
4/21/2019,Harbour Control,Departure,10,0,5,15,1.1699,81.2,3.9,1.22
4/21/2019,Kai Tak Cruise Terminal,Arrival,3827,922,996,5745,1.1699,81.2,3.9,1.22
4/21/2019,Kai Tak Cruise Terminal,Departure,2858,491,3093,6442,1.1699,81.2,3.9,1.22
4/21/2019,Macau Ferry Terminal,Arrival,21289,1248,4414,26951,1.1699,81.2,3.9,1.22
4/21/2019,Macau Ferry Terminal,Departure,17532,1427,5153,24112,1.1699,81.2,3.9,1.22
4/21/2019,Tuen Mun Ferry Terminal,Arrival,1481,21,46,1548,1.1699,81.2,3.9,1.22
4/21/2019,Tuen Mun Ferry Terminal,Departure,1462,13,59,1534,1.1699,81.2,3.9,1.22
4/22/2019,Airport,Arrival,82658,7251,17195,107104,1.1699,81.5,4.3,0
4/22/2019,Airport,Departure,45399,9743,28011,83153,1.1699,81.5,4.3,0
4/22/2019,Express Rail Link West Kowloon,Arrival,39940,9638,1082,50660,1.1699,81.5,4.3,0
4/22/2019,Express Rail Link West Kowloon,Departure,8266,7955,2418,18639,1.1699,81.5,4.3,0
4/22/2019,Hung Hom,Arrival,5440,840,277,6557,1.1699,81.5,4.3,0
4/22/2019,Hung Hom,Departure,1598,743,1256,3597,1.1699,81.5,4.3,0
4/22/2019,Lo Wu,Arrival,162235,22507,2020,186762,1.1699,81.5,4.3,0
4/22/2019,Lo Wu,Departure,75943,19584,1992,97519,1.1699,81.5,4.3,0
4/22/2019,Lok Ma Chau Spur Line,Arrival,89471,19877,687,110035,1.1699,81.5,4.3,0
4/22/2019,Lok Ma Chau Spur Line,Departure,47412,13919,616,61947,1.1699,81.5,4.3,0
4/22/2019,Hong Kong-Zhuhai-Macao Bridge,Arrival,45025,10285,4357,59667,1.1699,81.5,4.3,0
4/22/2019,Hong Kong-Zhuhai-Macao Bridge,Departure,19365,24762,5895,50022,1.1699,81.5,4.3,0
4/22/2019,Lok Ma Chau,Arrival,49762,14631,954,65347,1.1699,81.5,4.3,0
4/22/2019,Lok Ma Chau,Departure,20822,7209,1341,29372,1.1699,81.5,4.3,0
4/22/2019,Man Kam To,Arrival,2800,2580,34,5414,1.1699,81.5,4.3,0
4/22/2019,Man Kam To,Departure,1521,1166,18,2705,1.1699,81.5,4.3,0
4/22/2019,Sha Tau Kok,Arrival,4266,694,74,5034,1.1699,81.5,4.3,0
4/22/2019,Sha Tau Kok,Departure,2225,463,109,2797,1.1699,81.5,4.3,0
4/22/2019,Shenzhen Bay,Arrival,70670,14154,1618,86442,1.1699,81.5,4.3,0
4/22/2019,Shenzhen Bay,Departure,25069,12556,2107,39732,1.1699,81.5,4.3,0
4/22/2019,China Ferry Terminal,Arrival,9496,1060,1042,11598,1.1699,81.5,4.3,0
4/22/2019,China Ferry Terminal,Departure,2842,1123,1567,5532,1.1699,81.5,4.3,0
4/22/2019,Harbour Control,Arrival,2,44,87,133,1.1699,81.5,4.3,0
4/22/2019,Harbour Control,Departure,0,45,5,50,1.1699,81.5,4.3,0
4/22/2019,Kai Tak Cruise Terminal,Arrival,643,368,27,1038,1.1699,81.5,4.3,0
4/22/2019,Kai Tak Cruise Terminal,Departure,493,318,1386,2197,1.1699,81.5,4.3,0
4/22/2019,Macau Ferry Terminal,Arrival,23368,1199,3868,28435,1.1699,81.5,4.3,0
4/22/2019,Macau Ferry Terminal,Departure,9550,1221,4086,14857,1.1699,81.5,4.3,0
4/22/2019,Tuen Mun Ferry Terminal,Arrival,1546,12,43,1601,1.1699,81.5,4.3,0
4/22/2019,Tuen Mun Ferry Terminal,Departure,787,20,49,856,1.1699,81.5,4.3,0
4/30/2019,Airport,Arrival,35253,18469,25397,79119,1.165,79.6,3.4,0
4/30/2019,Airport,Departure,25858,23605,27297,76760,1.165,79.6,3.4,0
4/30/2019,Express Rail Link West Kowloon,Arrival,7720,23753,1677,33150,1.165,79.6,3.4,0
4/30/2019,Express Rail Link West Kowloon,Departure,5485,13655,1827,20967,1.165,79.6,3.4,0
4/30/2019,Hung Hom,Arrival,2317,2007,401,4725,1.165,79.6,3.4,0
4/30/2019,Hung Hom,Departure,1837,1469,1361,4667,1.165,79.6,3.4,0
4/30/2019,Lo Wu,Arrival,80230,31198,2264,113692,1.165,79.6,3.4,0
4/30/2019,Lo Wu,Departure,92340,28058,2163,122561,1.165,79.6,3.4,0
4/30/2019,Lok Ma Chau Spur Line,Arrival,47800,26062,853,74715,1.165,79.6,3.4,0
4/30/2019,Lok Ma Chau Spur Line,Departure,51565,20598,576,72739,1.165,79.6,3.4,0
4/30/2019,Hong Kong-Zhuhai-Macao Bridge,Arrival,11523,10152,3390,25065,1.165,79.6,3.4,0
4/30/2019,Hong Kong-Zhuhai-Macao Bridge,Departure,12047,13241,3406,28694,1.165,79.6,3.4,0
4/30/2019,Lok Ma Chau,Arrival,25022,12827,1755,39604,1.165,79.6,3.4,0
4/30/2019,Lok Ma Chau,Departure,25689,9158,974,35821,1.165,79.6,3.4,0
4/30/2019,Man Kam To,Arrival,3429,2289,61,5779,1.165,79.6,3.4,0
