date,control point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total,HKD2CNY,平均温度(°F),平均风速(knots),降水量(in)
1/1/2020,Shenzhen Bay,Departure,21240,13247,1000,35487,1.1186,63.6,3.5,0.02
1/1/2020,China Ferry Terminal,Arrival,2556,421,737,3714,1.1186,63.6,3.5,0.02
1/1/2020,China Ferry Terminal,Departure,1242,566,923,2731,1.1186,63.6,3.5,0.02
1/1/2020,Harbour Control,Arrival,1,0,24,25,1.1186,63.6,3.5,0.02
1/1/2020,Harbour Control,Departure,0,0,14,14,1.1186,63.6,3.5,0.02
1/1/2020,Kai Tak Cruise Terminal,Arrival,1081,79,16,1176,1.1186,63.6,3.5,0.02
1/1/2020,Kai Tak Cruise Terminal,Departure,476,77,26,579,1.1186,63.6,3.5,0.02
1/1/2020,Macau Ferry Terminal,Arrival,8883,505,1904,11292,1.1186,63.6,3.5,0.02
1/1/2020,Macau Ferry Terminal,Departure,5755,414,2015,8184,1.1186,63.6,3.5,0.02
1/1/2020,Tuen Mun Ferry Terminal,Arrival,686,10,23,719,1.1186,63.6,3.5,0.02
1/1/2020,Tuen Mun Ferry Terminal,Departure,436,5,19,460,1.1186,63.6,3.5,0.02
1/24/2020,Airport,Arrival,20724,9124,14116,43964,1.1211,69.6,3.4,0
1/24/2020,Airport,Departure,74876,4451,7242,86569,1.1211,69.6,3.4,0
1/24/2020,Express Rail Link West Kowloon,Arrival,1717,2380,337,4434,1.1211,69.6,3.4,0
1/24/2020,Express Rail Link West Kowloon,Departure,20096,2800,316,23212,1.1211,69.6,3.4,0
1/24/2020,Hung Hom,Arrival,433,470,71,974,1.1211,69.6,3.4,0
1/24/2020,Hung Hom,Departure,3498,194,51,3743,1.1211,69.6,3.4,0
1/24/2020,Lo Wu,Arrival,26340,7383,429,34152,1.1211,69.6,3.4,0
1/24/2020,Lo Wu,Departure,72074,6231,413,78718,1.1211,69.6,3.4,0
1/24/2020,Lok Ma Chau Spur Line,Arrival,16750,4979,196,21925,1.1211,69.6,3.4,0
1/24/2020,Lok Ma Chau Spur Line,Departure,32215,3766,167,36148,1.1211,69.6,3.4,0
1/24/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,7294,1949,2130,11373,1.1211,69.6,3.4,0
1/24/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,15775,2804,2086,20665,1.1211,69.6,3.4,0
1/24/2020,Lok Ma Chau,Arrival,10591,2921,407,13919,1.1211,69.6,3.4,0
1/24/2020,Lok Ma Chau,Departure,17682,3901,283,21866,1.1211,69.6,3.4,0
1/24/2020,Man Kam To,Arrival,1093,367,9,1469,1.1211,69.6,3.4,0
1/24/2020,Man Kam To,Departure,1890,219,9,2118,1.1211,69.6,3.4,0
1/24/2020,Sha Tau Kok,Arrival,1008,264,27,1299,1.1211,69.6,3.4,0
1/24/2020,Sha Tau Kok,Departure,3207,210,40,3457,1.1211,69.6,3.4,0
1/24/2020,Shenzhen Bay,Arrival,8792,5354,685,14831,1.1211,69.6,3.4,0
1/24/2020,Shenzhen Bay,Departure,37864,5142,484,43490,1.1211,69.6,3.4,0
1/24/2020,China Ferry Terminal,Arrival,1013,442,373,1828,1.1211,69.6,3.4,0
1/24/2020,China Ferry Terminal,Departure,3511,453,312,4276,1.1211,69.6,3.4,0
1/24/2020,Harbour Control,Arrival,7,0,259,266,1.1211,69.6,3.4,0
1/24/2020,Harbour Control,Departure,77,0,4,81,1.1211,69.6,3.4,0
1/24/2020,Kai Tak Cruise Terminal,Arrival,466,707,2400,3573,1.1211,69.6,3.4,0
1/24/2020,Kai Tak Cruise Terminal,Departure,2487,775,280,3542,1.1211,69.6,3.4,0
1/24/2020,Macau Ferry Terminal,Arrival,6001,358,1395,7754,1.1211,69.6,3.4,0
1/24/2020,Macau Ferry Terminal,Departure,8985,390,1314,10689,1.1211,69.6,3.4,0
1/24/2020,Tuen Mun Ferry Terminal,Arrival,434,7,38,479,1.1211,69.6,3.4,0
1/24/2020,Tuen Mun Ferry Terminal,Departure,548,4,17,569,1.1211,69.6,3.4,0
1/25/2020,Airport,Arrival,14907,8489,10953,34349,1.1211,66.3,2.8,0
1/25/2020,Airport,Departure,58711,5326,7335,71372,1.1211,66.3,2.8,0
1/25/2020,Express Rail Link West Kowloon,Arrival,1852,2278,285,4415,1.1211,66.3,2.8,0
1/25/2020,Express Rail Link West Kowloon,Departure,8489,2089,224,10802,1.1211,66.3,2.8,0
1/25/2020,Hung Hom,Arrival,575,176,67,818,1.1211,66.3,2.8,0
1/25/2020,Hung Hom,Departure,1509,153,53,1715,1.1211,66.3,2.8,0
1/25/2020,Lo Wu,Arrival,20716,4368,317,25401,1.1211,66.3,2.8,0
1/25/2020,Lo Wu,Departure,39692,5468,347,45507,1.1211,66.3,2.8,0
1/25/2020,Lok Ma Chau Spur Line,Arrival,12511,3237,117,15865,1.1211,66.3,2.8,0
1/25/2020,Lok Ma Chau Spur Line,Departure,16675,3347,155,20177,1.1211,66.3,2.8,0
1/25/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,9121,2682,2339,14142,1.1211,66.3,2.8,0
1/25/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,13570,2949,1830,18349,1.1211,66.3,2.8,0
1/25/2020,Lok Ma Chau,Arrival,7187,2662,234,10083,1.1211,66.3,2.8,0
1/25/2020,Lok Ma Chau,Departure,10351,3163,195,13709,1.1211,66.3,2.8,0
1/25/2020,Man Kam To,Arrival,753,262,12,1027,1.1211,66.3,2.8,0
1/25/2020,Man Kam To,Departure,895,203,5,1103,1.1211,66.3,2.8,0
1/25/2020,Sha Tau Kok,Arrival,923,208,19,1150,1.1211,66.3,2.8,0
1/25/2020,Sha Tau Kok,Departure,1702,165,38,1905,1.1211,66.3,2.8,0
1/25/2020,Shenzhen Bay,Arrival,9834,4540,532,14906,1.1211,66.3,2.8,0
1/25/2020,Shenzhen Bay,Departure,20440,4993,451,25884,1.1211,66.3,2.8,0
1/25/2020,China Ferry Terminal,Arrival,1183,463,499,2145,1.1211,66.3,2.8,0
1/25/2020,China Ferry Terminal,Departure,2233,406,415,3054,1.1211,66.3,2.8,0
1/25/2020,Harbour Control,Arrival,2,0,89,91,1.1211,66.3,2.8,0
1/25/2020,Harbour Control,Departure,2,0,2,4,1.1211,66.3,2.8,0
1/25/2020,Kai Tak Cruise Terminal,Arrival,168,25,2315,2508,1.1211,66.3,2.8,0
1/25/2020,Kai Tak Cruise Terminal,Departure,2997,129,2521,5647,1.1211,66.3,2.8,0
1/25/2020,Macau Ferry Terminal,Arrival,6118,490,1355,7963,1.1211,66.3,2.8,0
1/25/2020,Macau Ferry Terminal,Departure,8120,378,1048,9546,1.1211,66.3,2.8,0
1/25/2020,Tuen Mun Ferry Terminal,Arrival,567,11,44,622,1.1211,66.3,2.8,0
1/25/2020,Tuen Mun Ferry Terminal,Departure,782,19,14,815,1.1211,66.3,2.8,0
1/26/2020,Airport,Arrival,22646,10955,7522,41123,1.1211,57.5,5.1,1.14
1/26/2020,Airport,Departure,47580,7870,8813,64263,1.1211,57.5,5.1,1.14
1/26/2020,Express Rail Link West Kowloon,Arrival,7481,2481,415,10377,1.1211,57.5,5.1,1.14
1/26/2020,Express Rail Link West Kowloon,Departure,2360,2875,300,5535,1.1211,57.5,5.1,1.14
1/26/2020,Hung Hom,Arrival,2237,272,137,2646,1.1211,57.5,5.1,1.14
1/26/2020,Hung Hom,Departure,575,307,54,936,1.1211,57.5,5.1,1.14
1/26/2020,Lo Wu,Arrival,44781,4994,406,50181,1.1211,57.5,5.1,1.14
1/26/2020,Lo Wu,Departure,22105,6754,348,29207,1.1211,57.5,5.1,1.14
1/26/2020,Lok Ma Chau Spur Line,Arrival,19606,3816,265,23687,1.1211,57.5,5.1,1.14
1/26/2020,Lok Ma Chau Spur Line,Departure,10678,4376,226,15280,1.1211,57.5,5.1,1.14
1/26/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,12967,2486,2311,17764,1.1211,57.5,5.1,1.14
1/26/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,10182,3053,2082,15317,1.1211,57.5,5.1,1.14
1/26/2020,Lok Ma Chau,Arrival,10754,3119,362,14235,1.1211,57.5,5.1,1.14
1/26/2020,Lok Ma Chau,Departure,7058,3642,240,10940,1.1211,57.5,5.1,1.14
1/26/2020,Man Kam To,Arrival,1093,345,24,1462,1.1211,57.5,5.1,1.14
1/26/2020,Man Kam To,Departure,709,324,5,1038,1.1211,57.5,5.1,1.14
1/26/2020,Sha Tau Kok,Arrival,2077,284,40,2401,1.1211,57.5,5.1,1.14
1/26/2020,Sha Tau Kok,Departure,1058,312,48,1418,1.1211,57.5,5.1,1.14
1/26/2020,Shenzhen Bay,Arrival,26235,6051,868,33154,1.1211,57.5,5.1,1.14
1/26/2020,Shenzhen Bay,Departure,9524,7404,529,17457,1.1211,57.5,5.1,1.14
1/26/2020,China Ferry Terminal,Arrival,2418,522,501,3441,1.1211,57.5,5.1,1.14
1/26/2020,China Ferry Terminal,Departure,1391,603,504,2498,1.1211,57.5,5.1,1.14
1/26/2020,Harbour Control,Arrival,0,0,256,256,1.1211,57.5,5.1,1.14
1/26/2020,Harbour Control,Departure,0,0,0,0,1.1211,57.5,5.1,1.14
1/26/2020,Kai Tak Cruise Terminal,Arrival,2510,806,2251,5567,1.1211,57.5,5.1,1.14
1/26/2020,Kai Tak Cruise Terminal,Departure,1000,394,317,1711,1.1211,57.5,5.1,1.14
1/26/2020,Macau Ferry Terminal,Arrival,8216,554,1325,10095,1.1211,57.5,5.1,1.14
1/26/2020,Macau Ferry Terminal,Departure,6571,379,1284,8234,1.1211,57.5,5.1,1.14
1/26/2020,Tuen Mun Ferry Terminal,Arrival,647,5,24,676,1.1211,57.5,5.1,1.14
1/26/2020,Tuen Mun Ferry Terminal,Departure,605,7,28,640,1.1211,57.5,5.1,1.14
1/27/2020,Airport,Arrival,36215,10309,6764,53288,1.1212,53.7,4.7,0.28
1/27/2020,Airport,Departure,41316,8203,11319,60838,1.1212,53.7,4.7,0.28
1/27/2020,Express Rail Link West Kowloon,Arrival,10913,1887,421,13221,1.1212,53.7,4.7,0.28
1/27/2020,Express Rail Link West Kowloon,Departure,1167,2790,246,4203,1.1212,53.7,4.7,0.28
1/27/2020,Hung Hom,Arrival,2025,221,116,2362,1.1212,53.7,4.7,0.28
1/27/2020,Hung Hom,Departure,244,308,54,606,1.1212,53.7,4.7,0.28
1/27/2020,Lo Wu,Arrival,43145,3643,387,47175,1.1212,53.7,4.7,0.28
1/27/2020,Lo Wu,Departure,13999,5193,387,19579,1.1212,53.7,4.7,0.28
1/27/2020,Lok Ma Chau Spur Line,Arrival,17463,2863,203,20529,1.1212,53.7,4.7,0.28
1/27/2020,Lok Ma Chau Spur Line,Departure,7787,3592,175,11554,1.1212,53.7,4.7,0.28
1/27/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,14306,1998,1998,18302,1.1212,53.7,4.7,0.28
1/27/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,7369,2822,2088,12279,1.1212,53.7,4.7,0.28
1/27/2020,Lok Ma Chau,Arrival,10708,1945,356,13009,1.1212,53.7,4.7,0.28
1/27/2020,Lok Ma Chau,Departure,5174,3655,233,9062,1.1212,53.7,4.7,0.28
1/27/2020,Man Kam To,Arrival,1280,281,12,1573,1.1212,53.7,4.7,0.28
1/27/2020,Man Kam To,Departure,569,324,5,898,1.1212,53.7,4.7,0.28
1/27/2020,Sha Tau Kok,Arrival,2212,189,36,2437,1.1212,53.7,4.7,0.28
1/27/2020,Sha Tau Kok,Departure,617,337,81,1035,1.1212,53.7,4.7,0.28
1/27/2020,Shenzhen Bay,Arrival,27513,4507,759,32779,1.1212,53.7,4.7,0.28
1/27/2020,Shenzhen Bay,Departure,5065,6538,598,12201,1.1212,53.7,4.7,0.28
1/27/2020,China Ferry Terminal,Arrival,3124,477,431,4032,1.1212,53.7,4.7,0.28
1/27/2020,China Ferry Terminal,Departure,944,530,411,1885,1.1212,53.7,4.7,0.28
1/27/2020,Harbour Control,Arrival,69,0,32,101,1.1212,53.7,4.7,0.28
1/27/2020,Harbour Control,Departure,28,0,25,53,1.1212,53.7,4.7,0.28
1/27/2020,Kai Tak Cruise Terminal,Arrival,638,56,12,706,1.1212,53.7,4.7,0.28
1/27/2020,Kai Tak Cruise Terminal,Departure,706,66,2190,2962,1.1212,53.7,4.7,0.28
1/27/2020,Macau Ferry Terminal,Arrival,7258,394,1271,8923,1.1212,53.7,4.7,0.28
1/27/2020,Macau Ferry Terminal,Departure,4981,343,1094,6418,1.1212,53.7,4.7,0.28
1/27/2020,Tuen Mun Ferry Terminal,Arrival,601,10,18,629,1.1212,53.7,4.7,0.28
1/27/2020,Tuen Mun Ferry Terminal,Departure,511,2,24,537,1.1212,53.7,4.7,0.28
1/28/2020,Airport,Arrival,54491,7187,5422,67100,1.1211,54.7,5.1,0
1/28/2020,Airport,Departure,41100,8306,12151,61557,1.1211,54.7,5.1,0
1/28/2020,Express Rail Link West Kowloon,Arrival,13133,1828,322,15283,1.1211,54.7,5.1,0
1/28/2020,Express Rail Link West Kowloon,Departure,864,2499,212,3575,1.1211,54.7,5.1,0
1/28/2020,Hung Hom,Arrival,1754,194,64,2012,1.1211,54.7,5.1,0
1/28/2020,Hung Hom,Departure,203,316,56,575,1.1211,54.7,5.1,0
1/28/2020,Lo Wu,Arrival,39880,3633,381,43894,1.1211,54.7,5.1,0
1/28/2020,Lo Wu,Departure,12598,4654,290,17542,1.1211,54.7,5.1,0
1/28/2020,Lok Ma Chau Spur Line,Arrival,17313,2575,194,20082,1.1211,54.7,5.1,0
1/28/2020,Lok Ma Chau Spur Line,Departure,7253,3018,175,10446,1.1211,54.7,5.1,0
1/28/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,12420,1551,1534,15505,1.1211,54.7,5.1,0
1/28/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,5417,1795,1625,8837,1.1211,54.7,5.1,0
1/28/2020,Lok Ma Chau,Arrival,10279,1831,329,12439,1.1211,54.7,5.1,0
1/28/2020,Lok Ma Chau,Departure,4780,2722,202,7704,1.1211,54.7,5.1,0
1/28/2020,Man Kam To,Arrival,1551,283,4,1838,1.1211,54.7,5.1,0
1/28/2020,Man Kam To,Departure,582,269,3,854,1.1211,54.7,5.1,0
1/28/2020,Sha Tau Kok,Arrival,2173,245,66,2484,1.1211,54.7,5.1,0
1/28/2020,Sha Tau Kok,Departure,433,210,58,701,1.1211,54.7,5.1,0
1/28/2020,Shenzhen Bay,Arrival,26094,4217,738,31049,1.1211,54.7,5.1,0
1/28/2020,Shenzhen Bay,Departure,3797,5022,513,9332,1.1211,54.7,5.1,0
1/28/2020,China Ferry Terminal,Arrival,2761,314,222,3297,1.1211,54.7,5.1,0
1/28/2020,China Ferry Terminal,Departure,509,371,323,1203,1.1211,54.7,5.1,0
1/28/2020,Harbour Control,Arrival,17,0,34,51,1.1211,54.7,5.1,0
1/28/2020,Harbour Control,Departure,1,0,12,13,1.1211,54.7,5.1,0
1/28/2020,Kai Tak Cruise Terminal,Arrival,705,56,8,769,1.1211,54.7,5.1,0
1/28/2020,Kai Tak Cruise Terminal,Departure,427,75,6,508,1.1211,54.7,5.1,0
1/28/2020,Macau Ferry Terminal,Arrival,5745,238,912,6895,1.1211,54.7,5.1,0
1/28/2020,Macau Ferry Terminal,Departure,3634,288,864,4786,1.1211,54.7,5.1,0
1/28/2020,Tuen Mun Ferry Terminal,Arrival,472,4,18,494,1.1211,54.7,5.1,0
1/28/2020,Tuen Mun Ferry Terminal,Departure,306,1,27,334,1.1211,54.7,5.1,0
1/29/2020,Airport,Arrival,50292,9196,5871,65359,1.1204,56.4,5.7,0
1/29/2020,Airport,Departure,33880,7550,10514,51944,1.1204,56.4,5.7,0
1/29/2020,Express Rail Link West Kowloon,Arrival,20022,1817,403,22242,1.1204,56.4,5.7,0
1/29/2020,Express Rail Link West Kowloon,Departure,1195,3524,261,4980,1.1204,56.4,5.7,0
1/29/2020,Hung Hom,Arrival,2038,201,87,2326,1.1204,56.4,5.7,0
1/29/2020,Hung Hom,Departure,222,462,79,763,1.1204,56.4,5.7,0
1/29/2020,Lo Wu,Arrival,44426,4343,485,49254,1.1204,56.4,5.7,0
1/29/2020,Lo Wu,Departure,13519,5099,350,18968,1.1204,56.4,5.7,0
1/29/2020,Lok Ma Chau Spur Line,Arrival,19574,3003,323,22900,1.1204,56.4,5.7,0
1/29/2020,Lok Ma Chau Spur Line,Departure,8304,3414,245,11963,1.1204,56.4,5.7,0
1/29/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,10793,1363,1168,13324,1.1204,56.4,5.7,0
1/29/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,4213,1588,1479,7280,1.1204,56.4,5.7,0
1/29/2020,Lok Ma Chau,Arrival,11236,1900,385,13521,1.1204,56.4,5.7,0
1/29/2020,Lok Ma Chau,Departure,5371,3111,252,8734,1.1204,56.4,5.7,0
1/29/2020,Man Kam To,Arrival,1459,293,11,1763,1.1204,56.4,5.7,0
1/29/2020,Man Kam To,Departure,629,308,10,947,1.1204,56.4,5.7,0
1/29/2020,Sha Tau Kok,Arrival,2739,320,61,3120,1.1204,56.4,5.7,0
1/29/2020,Sha Tau Kok,Departure,517,311,87,915,1.1204,56.4,5.7,0
1/29/2020,Shenzhen Bay,Arrival,26892,4695,996,32583,1.1204,56.4,5.7,0
1/29/2020,Shenzhen Bay,Departure,4398,6648,678,11724,1.1204,56.4,5.7,0
1/29/2020,China Ferry Terminal,Arrival,3138,320,271,3729,1.1204,56.4,5.7,0
1/29/2020,China Ferry Terminal,Departure,522,497,266,1285,1.1204,56.4,5.7,0
1/29/2020,Harbour Control,Arrival,0,0,41,41,1.1204,56.4,5.7,0
1/29/2020,Harbour Control,Departure,0,0,0,0,1.1204,56.4,5.7,0
1/29/2020,Kai Tak Cruise Terminal,Arrival,427,75,10,512,1.1204,56.4,5.7,0
1/29/2020,Kai Tak Cruise Terminal,Departure,372,49,21,442,1.1204,56.4,5.7,0
1/29/2020,Macau Ferry Terminal,Arrival,4223,250,869,5342,1.1204,56.4,5.7,0
1/29/2020,Macau Ferry Terminal,Departure,3211,223,877,4311,1.1204,56.4,5.7,0
1/29/2020,Tuen Mun Ferry Terminal,Arrival,313,4,17,334,1.1204,56.4,5.7,0
1/29/2020,Tuen Mun Ferry Terminal,Departure,293,1,24,318,1.1204,56.4,5.7,0
1/30/2020,Airport,Arrival,46214,9907,5530,61651,1.1199,59.1,6.3,0
1/30/2020,Airport,Departure,31072,7122,9882,48076,1.1199,59.1,6.3,0
1/30/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.1199,59.1,6.3,0
1/30/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.1199,59.1,6.3,0
1/30/2020,Hung Hom,Arrival,0,0,0,0,1.1199,59.1,6.3,0
1/30/2020,Hung Hom,Departure,0,0,0,0,1.1199,59.1,6.3,0
1/30/2020,Lo Wu,Arrival,30427,2470,308,33205,1.1199,59.1,6.3,0
1/30/2020,Lo Wu,Departure,13178,3893,294,17365,1.1199,59.1,6.3,0
1/30/2020,Lok Ma Chau Spur Line,Arrival,15978,1711,205,17894,1.1199,59.1,6.3,0
1/30/2020,Lok Ma Chau Spur Line,Departure,8048,2570,168,10786,1.1199,59.1,6.3,0
1/30/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,7032,946,923,8901,1.1199,59.1,6.3,0
1/30/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,3554,1360,1155,6069,1.1199,59.1,6.3,0
1/30/2020,Lok Ma Chau,Arrival,9186,1430,312,10928,1.1199,59.1,6.3,0
1/30/2020,Lok Ma Chau,Departure,4706,3386,322,8414,1.1199,59.1,6.3,0
1/30/2020,Man Kam To,Arrival,0,0,0,0,1.1199,59.1,6.3,0
1/30/2020,Man Kam To,Departure,0,0,0,0,1.1199,59.1,6.3,0
1/30/2020,Sha Tau Kok,Arrival,0,0,0,0,1.1199,59.1,6.3,0
1/30/2020,Sha Tau Kok,Departure,0,0,0,0,1.1199,59.1,6.3,0
1/30/2020,Shenzhen Bay,Arrival,17109,2785,660,20554,1.1199,59.1,6.3,0
1/30/2020,Shenzhen Bay,Departure,3707,6196,660,10563,1.1199,59.1,6.3,0
1/30/2020,China Ferry Terminal,Arrival,0,0,0,0,1.1199,59.1,6.3,0
1/30/2020,China Ferry Terminal,Departure,0,0,0,0,1.1199,59.1,6.3,0
1/30/2020,Harbour Control,Arrival,1,0,69,70,1.1199,59.1,6.3,0
1/30/2020,Harbour Control,Departure,0,0,22,22,1.1199,59.1,6.3,0
1/30/2020,Kai Tak Cruise Terminal,Arrival,2921,134,161,3216,1.1199,59.1,6.3,0
1/30/2020,Kai Tak Cruise Terminal,Departure,682,52,1761,2495,1.1199,59.1,6.3,0
1/30/2020,Macau Ferry Terminal,Arrival,3638,172,694,4504,1.1199,59.1,6.3,0
1/30/2020,Macau Ferry Terminal,Departure,3132,249,806,4187,1.1199,59.1,6.3,0
1/30/2020,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,1.1199,59.1,6.3,0
1/30/2020,Tuen Mun Ferry Terminal,Departure,0,0,0,0,1.1199,59.1,6.3,0
1/31/2020,Airport,Arrival,49093,7817,5089,61999,1.1197,55.6,2.7,0
1/31/2020,Airport,Departure,28231,5737,7599,41567,1.1197,55.6,2.7,0
1/31/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.1197,55.6,2.7,0
1/31/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.1197,55.6,2.7,0
1/31/2020,Hung Hom,Arrival,0,0,0,0,1.1197,55.6,2.7,0
1/31/2020,Hung Hom,Departure,0,0,0,0,1.1197,55.6,2.7,0
1/31/2020,Lo Wu,Arrival,24064,1960,257,26281,1.1197,55.6,2.7,0
1/31/2020,Lo Wu,Departure,13695,2845,267,16807,1.1197,55.6,2.7,0
1/31/2020,Lok Ma Chau Spur Line,Arrival,14044,1518,181,15743,1.1197,55.6,2.7,0
1/31/2020,Lok Ma Chau Spur Line,Departure,8490,1939,163,10592,1.1197,55.6,2.7,0
1/31/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,5754,653,883,7290,1.1197,55.6,2.7,0
1/31/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,3626,897,1078,5601,1.1197,55.6,2.7,0
1/31/2020,Lok Ma Chau,Arrival,7807,1200,225,9232,1.1197,55.6,2.7,0
1/31/2020,Lok Ma Chau,Departure,4879,2598,302,7779,1.1197,55.6,2.7,0
1/31/2020,Man Kam To,Arrival,0,0,0,0,1.1197,55.6,2.7,0
1/31/2020,Man Kam To,Departure,0,0,0,0,1.1197,55.6,2.7,0
1/31/2020,Sha Tau Kok,Arrival,0,0,0,0,1.1197,55.6,2.7,0
1/31/2020,Sha Tau Kok,Departure,0,0,0,0,1.1197,55.6,2.7,0
1/31/2020,Shenzhen Bay,Arrival,11541,2412,567,14520,1.1197,55.6,2.7,0
1/31/2020,Shenzhen Bay,Departure,3727,4789,632,9148,1.1197,55.6,2.7,0
1/31/2020,China Ferry Terminal,Arrival,0,0,0,0,1.1197,55.6,2.7,0
1/31/2020,China Ferry Terminal,Departure,0,0,0,0,1.1197,55.6,2.7,0
1/31/2020,Harbour Control,Arrival,2,0,330,332,1.1197,55.6,2.7,0
1/31/2020,Harbour Control,Departure,2,0,9,11,1.1197,55.6,2.7,0
1/31/2020,Kai Tak Cruise Terminal,Arrival,828,377,91,1296,1.1197,55.6,2.7,0
1/31/2020,Kai Tak Cruise Terminal,Departure,1603,65,242,1910,1.1197,55.6,2.7,0
1/31/2020,Macau Ferry Terminal,Arrival,3411,121,634,4166,1.1197,55.6,2.7,0
1/31/2020,Macau Ferry Terminal,Departure,3253,124,660,4037,1.1197,55.6,2.7,0
1/31/2020,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,1.1197,55.6,2.7,0
1/31/2020,Tuen Mun Ferry Terminal,Departure,0,0,0,0,1.1197,55.6,2.7,0
2/1/2020,Airport,Arrival,55976,5703,4567,66246,1.1197,60.3,3.6,0
2/1/2020,Airport,Departure,28798,5072,8046,41916,1.1197,60.3,3.6,0
2/1/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.1197,60.3,3.6,0
2/1/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.1197,60.3,3.6,0
2/1/2020,Hung Hom,Arrival,0,0,0,0,1.1197,60.3,3.6,0
2/1/2020,Hung Hom,Departure,0,0,0,0,1.1197,60.3,3.6,0
2/1/2020,Lo Wu,Arrival,21578,1883,276,23737,1.1197,60.3,3.6,0
2/1/2020,Lo Wu,Departure,13759,2347,234,16340,1.1197,60.3,3.6,0
2/1/2020,Lok Ma Chau Spur Line,Arrival,12975,1505,165,14645,1.1197,60.3,3.6,0
2/1/2020,Lok Ma Chau Spur Line,Departure,8541,1805,139,10485,1.1197,60.3,3.6,0
2/1/2020,Hong Kong-Zhuhai-Macao Bridge,Arrival,4926,632,1021,6579,1.1197,60.3,3.6,0
2/1/2020,Hong Kong-Zhuhai-Macao Bridge,Departure,3259,784,1339,5382,1.1197,60.3,3.6,0
2/1/2020,Lok Ma Chau,Arrival,6674,1134,236,8044,1.1197,60.3,3.6,0
2/1/2020,Lok Ma Chau,Departure,4940,1855,179,6974,1.1197,60.3,3.6,0
2/1/2020,Man Kam To,Arrival,0,0,0,0,1.1197,60.3,3.6,0
2/1/2020,Man Kam To,Departure,0,0,0,0,1.1197,60.3,3.6,0
2/1/2020,Sha Tau Kok,Arrival,0,0,0,0,1.1197,60.3,3.6,0
2/1/2020,Sha Tau Kok,Departure,0,0,0,0,1.1197,60.3,3.6,0
2/1/2020,Shenzhen Bay,Arrival,9788,2429,505,12722,1.1197,60.3,3.6,0
2/1/2020,Shenzhen Bay,Departure,3378,3425,499,7302,1.1197,60.3,3.6,0
2/1/2020,China Ferry Terminal,Arrival,0,0,0,0,1.1197,60.3,3.6,0
2/1/2020,China Ferry Terminal,Departure,0,0,0,0,1.1197,60.3,3.6,0
2/1/2020,Harbour Control,Arrival,0,0,60,60,1.1197,60.3,3.6,0
2/1/2020,Harbour Control,Departure,0,0,5,5,1.1197,60.3,3.6,0
2/1/2020,Kai Tak Cruise Terminal,Arrival,25,8,2334,2367,1.1197,60.3,3.6,0
2/1/2020,Kai Tak Cruise Terminal,Departure,129,6,1965,2100,1.1197,60.3,3.6,0
2/1/2020,Macau Ferry Terminal,Arrival,3180,88,596,3864,1.1197,60.3,3.6,0
2/1/2020,Macau Ferry Terminal,Departure,3043,105,550,3698,1.1197,60.3,3.6,0
2/1/2020,Tuen Mun Ferry Terminal,Arrival,0,0,0,0,1.1197,60.3,3.6,0
2/1/2020,Tuen Mun Ferry Terminal,Departure,0,0,0,0,1.1197,60.3,3.6,0
2/2/2020,Airport,Arrival,59083,4649,3762,67494,1.1197,62.7,3.1,0
2/2/2020,Airport,Departure,25570,4360,6898,36828,1.1197,62.7,3.1,0
2/2/2020,Express Rail Link West Kowloon,Arrival,0,0,0,0,1.1197,62.7,3.1,0
2/2/2020,Express Rail Link West Kowloon,Departure,0,0,0,0,1.1197,62.7,3.1,0
2/2/2020,Hung Hom,Arrival,0,0,0,0,1.1197,62.7,3.1,0
2/2/2020,Hung Hom,Departure,0,0,0,0,1.1197,62.7,3.1,0
2/2/2020,Lo Wu,Arrival,13138,1159,190,14487,1.1197,62.7,3.1,0
2/2/2020,Lo Wu,Departure,6575,1392,151,8118,1.1197,62.7,3.1,0
2/2/2020,Lok Ma Chau Spur Line,Arrival,17716,1739,177,19632,1.1197,62.7,3.1,0
