Date,Season,Week,Festive Period,Control Point,Arrival/Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
4/18/2019,Q2,5,C,China Ferry Terminal,Arrival,2657,1357,1632,5646
4/18/2019,Q2,5,C,China Ferry Terminal,Departure,5548,1973,1763,9284
4/18/2019,Q2,5,C,Harbour Control,Arrival,15,2,97,114
4/18/2019,Q2,5,C,Harbour Control,Departure,3,3,31,37
4/18/2019,Q2,5,C,Kai Tak Cruise Terminal,Arrival,677,3276,103,4056
4/18/2019,Q2,5,C,Kai Tak Cruise Terminal,Departure,4494,438,172,5104
4/18/2019,Q2,5,C,Macau Ferry Terminal,Arrival,10586,1261,4806,16653
4/18/2019,Q2,5,C,Macau Ferry Terminal,Departure,15661,1531,4522,21714
4/18/2019,Q2,5,C,Tuen Mun Ferry Terminal,Arrival,824,15,41,880
4/18/2019,Q2,5,C,Tuen Mun Ferry Terminal,Departure,1013,14,24,1051
4/19/2019,Q2,5,C,Airport,Arrival,32979,12242,30750,75971
4/19/2019,Q2,5,C,Airport,Departure,73456,7406,21236,102098
4/19/2019,Q2,5,C,Express Rail Link West Kowloon,Arrival,7724,11831,2691,22246
4/19/2019,Q2,5,C,Express Rail Link West Kowloon,Departure,47759,9999,998,58756
4/19/2019,Q2,5,C,Hung Hom,Arrival,1483,1207,1007,3697
4/19/2019,Q2,5,C,Hung Hom,Departure,7147,765,258,8170
4/19/2019,Q2,5,C,Lo Wu,Arrival,84852,18499,2155,105506
4/19/2019,Q2,5,C,Lo Wu,Departure,184063,21549,2415,208027
4/19/2019,Q2,5,C,Lok Ma Chau Spur Line,Arrival,48534,16086,769,65389
4/19/2019,Q2,5,C,Lok Ma Chau Spur Line,Departure,114018,14541,702,129261
4/19/2019,Q2,5,C,Hong Kong-Zhuhai-Macao Bridge,Arrival,18963,8731,6901,34595
4/19/2019,Q2,5,C,Hong Kong-Zhuhai-Macao Bridge,Departure,57076,20711,5726,83513
4/19/2019,Q2,5,C,Lok Ma Chau,Arrival,24777,10659,1734,37170
4/19/2019,Q2,5,C,Lok Ma Chau,Departure,39692,7582,1129,48403
4/19/2019,Q2,5,C,Man Kam To,Arrival,1323,1648,46,3017
4/19/2019,Q2,5,C,Man Kam To,Departure,3416,1336,126,4878
4/19/2019,Q2,5,C,Sha Tau Kok,Arrival,1759,592,142,2493
4/19/2019,Q2,5,C,Sha Tau Kok,Departure,4770,559,116,5445
4/19/2019,Q2,5,C,Shenzhen Bay,Arrival,24803,13266,2772,40841
4/19/2019,Q2,5,C,Shenzhen Bay,Departure,72830,13754,1665,88249
4/19/2019,Q2,5,C,China Ferry Terminal,Arrival,2778,1217,1850,5845
4/19/2019,Q2,5,C,China Ferry Terminal,Departure,10636,1421,1417,13474
4/19/2019,Q2,5,C,Harbour Control,Arrival,1,0,104,105
4/19/2019,Q2,5,C,Harbour Control,Departure,0,0,3,3
4/19/2019,Q2,5,C,Kai Tak Cruise Terminal,Arrival,1001,3043,47,4091
4/19/2019,Q2,5,C,Kai Tak Cruise Terminal,Departure,3879,728,631,5238
4/19/2019,Q2,5,C,Macau Ferry Terminal,Arrival,13216,1321,5367,19904
4/19/2019,Q2,5,C,Macau Ferry Terminal,Departure,21872,1487,4687,28046
4/19/2019,Q2,5,C,Tuen Mun Ferry Terminal,Arrival,1049,6,97,1152
4/19/2019,Q2,5,C,Tuen Mun Ferry Terminal,Departure,1791,25,23,1839
4/20/2019,Q2,5,C,Airport,Arrival,43572,12896,25898,82366
4/20/2019,Q2,5,C,Airport,Departure,44172,10732,28831,83735
4/20/2019,Q2,5,C,Express Rail Link West Kowloon,Arrival,12396,19531,2552,34479
4/20/2019,Q2,5,C,Express Rail Link West Kowloon,Departure,24175,15840,1402,41417
4/20/2019,Q2,5,C,Hung Hom,Arrival,2163,1251,648,4062
4/20/2019,Q2,5,C,Hung Hom,Departure,4594,1000,438,6032
4/20/2019,Q2,5,C,Lo Wu,Arrival,96913,30500,2665,130078
4/20/2019,Q2,5,C,Lo Wu,Departure,120410,31567,2312,154289
4/20/2019,Q2,5,C,Lok Ma Chau Spur Line,Arrival,53428,33666,982,88076
4/20/2019,Q2,5,C,Lok Ma Chau Spur Line,Departure,69004,30732,711,100447
4/20/2019,Q2,5,C,Hong Kong-Zhuhai-Macao Bridge,Arrival,29980,15847,5741,51568
4/20/2019,Q2,5,C,Hong Kong-Zhuhai-Macao Bridge,Departure,36536,22396,5715,64647
4/20/2019,Q2,5,C,Lok Ma Chau,Arrival,29161,13079,1522,43762
4/20/2019,Q2,5,C,Lok Ma Chau,Departure,25983,10404,1056,37443
4/20/2019,Q2,5,C,Man Kam To,Arrival,1547,3188,77,4812
4/20/2019,Q2,5,C,Man Kam To,Departure,2007,1809,24,3840
4/20/2019,Q2,5,C,Sha Tau Kok,Arrival,2430,1122,184,3736
4/20/2019,Q2,5,C,Sha Tau Kok,Departure,3397,918,82,4397
4/20/2019,Q2,5,C,Shenzhen Bay,Arrival,33155,27043,2906,63104
4/20/2019,Q2,5,C,Shenzhen Bay,Departure,45603,27062,1764,74429
4/20/2019,Q2,5,C,China Ferry Terminal,Arrival,4449,1503,1498,7450
4/20/2019,Q2,5,C,China Ferry Terminal,Departure,6131,1505,1624,9260
4/20/2019,Q2,5,C,Harbour Control,Arrival,2,1,159,162
4/20/2019,Q2,5,C,Harbour Control,Departure,0,0,15,15
4/20/2019,Q2,5,C,Kai Tak Cruise Terminal,Arrival,911,192,3812,4915
4/20/2019,Q2,5,C,Kai Tak Cruise Terminal,Departure,763,371,27,1161
4/20/2019,Q2,5,C,Macau Ferry Terminal,Arrival,17119,1278,4844,23241
4/20/2019,Q2,5,C,Macau Ferry Terminal,Departure,16922,1643,4847,23412
4/20/2019,Q2,5,C,Tuen Mun Ferry Terminal,Arrival,1395,14,46,1455
4/20/2019,Q2,5,C,Tuen Mun Ferry Terminal,Departure,1285,24,43,1352
4/21/2019,Q2,5,C,Airport,Arrival,59308,11766,23072,94146
4/21/2019,Q2,5,C,Airport,Departure,39595,12921,34322,86838
4/21/2019,Q2,5,C,Express Rail Link West Kowloon,Arrival,26608,14750,1437,42795
4/21/2019,Q2,5,C,Express Rail Link West Kowloon,Departure,13050,18736,2042,33828
4/21/2019,Q2,5,C,Hung Hom,Arrival,5777,1235,355,7367
4/21/2019,Q2,5,C,Hung Hom,Departure,2079,1287,574,3940
4/21/2019,Q2,5,C,Lo Wu,Arrival,146295,29269,2410,177974
4/21/2019,Q2,5,C,Lo Wu,Departure,96370,35486,2580,134436
4/21/2019,Q2,5,C,Lok Ma Chau Spur Line,Arrival,77898,36318,872,115088
4/21/2019,Q2,5,C,Lok Ma Chau Spur Line,Departure,59928,33836,1011,94775
4/21/2019,Q2,5,C,Hong Kong-Zhuhai-Macao Bridge,Arrival,44425,14458,5691,64574
4/21/2019,Q2,5,C,Hong Kong-Zhuhai-Macao Bridge,Departure,32780,20520,7052,60352
4/21/2019,Q2,5,C,Lok Ma Chau,Arrival,41619,15990,979,58588
4/21/2019,Q2,5,C,Lok Ma Chau,Departure,24702,13886,1588,40176
4/21/2019,Q2,5,C,Man Kam To,Arrival,2517,5454,127,8098
4/21/2019,Q2,5,C,Man Kam To,Departure,1678,2517,52,4247
4/21/2019,Q2,5,C,Sha Tau Kok,Arrival,3729,1172,99,5000
4/21/2019,Q2,5,C,Sha Tau Kok,Departure,2786,1078,150,4014
4/21/2019,Q2,5,C,Shenzhen Bay,Arrival,66178,23812,1869,91859
4/21/2019,Q2,5,C,Shenzhen Bay,Departure,34068,30006,2645,66719
4/21/2019,Q2,5,C,China Ferry Terminal,Arrival,7999,1014,1156,10169
4/21/2019,Q2,5,C,China Ferry Terminal,Departure,4595,1681,1679,7955
4/21/2019,Q2,5,C,Harbour Control,Arrival,1,0,161,162
4/21/2019,Q2,5,C,Harbour Control,Departure,10,0,5,15
4/21/2019,Q2,5,C,Kai Tak Cruise Terminal,Arrival,3827,922,996,5745
4/21/2019,Q2,5,C,Kai Tak Cruise Terminal,Departure,2858,491,3093,6442
4/21/2019,Q2,5,C,Macau Ferry Terminal,Arrival,21289,1248,4414,26951
4/21/2019,Q2,5,C,Macau Ferry Terminal,Departure,17532,1427,5153,24112
4/21/2019,Q2,5,C,Tuen Mun Ferry Terminal,Arrival,1481,21,46,1548
4/21/2019,Q2,5,C,Tuen Mun Ferry Terminal,Departure,1462,13,59,1534
4/22/2019,Q2,5,C,Airport,Arrival,82658,7251,17195,107104
4/22/2019,Q2,5,C,Airport,Departure,45399,9743,28011,83153
4/22/2019,Q2,5,C,Express Rail Link West Kowloon,Arrival,39940,9638,1082,50660
4/22/2019,Q2,5,C,Express Rail Link West Kowloon,Departure,8266,7955,2418,18639
4/22/2019,Q2,5,C,Hung Hom,Arrival,5440,840,277,6557
4/22/2019,Q2,5,C,Hung Hom,Departure,1598,743,1256,3597
4/22/2019,Q2,5,C,Lo Wu,Arrival,162235,22507,2020,186762
4/22/2019,Q2,5,C,Lo Wu,Departure,75943,19584,1992,97519
4/22/2019,Q2,5,C,Lok Ma Chau Spur Line,Arrival,89471,19877,687,110035
4/22/2019,Q2,5,C,Lok Ma Chau Spur Line,Departure,47412,13919,616,61947
4/22/2019,Q2,5,C,Hong Kong-Zhuhai-Macao Bridge,Arrival,45025,10285,4357,59667
4/22/2019,Q2,5,C,Hong Kong-Zhuhai-Macao Bridge,Departure,19365,24762,5895,50022
4/22/2019,Q2,5,C,Lok Ma Chau,Arrival,49762,14631,954,65347
4/22/2019,Q2,5,C,Lok Ma Chau,Departure,20822,7209,1341,29372
4/22/2019,Q2,5,C,Man Kam To,Arrival,2800,2580,34,5414
4/22/2019,Q2,5,C,Man Kam To,Departure,1521,1166,18,2705
4/22/2019,Q2,5,C,Sha Tau Kok,Arrival,4266,694,74,5034
4/22/2019,Q2,5,C,Sha Tau Kok,Departure,2225,463,109,2797
4/22/2019,Q2,5,C,Shenzhen Bay,Arrival,70670,14154,1618,86442
4/22/2019,Q2,5,C,Shenzhen Bay,Departure,25069,12556,2107,39732
4/22/2019,Q2,5,C,China Ferry Terminal,Arrival,9496,1060,1042,11598
4/22/2019,Q2,5,C,China Ferry Terminal,Departure,2842,1123,1567,5532
4/22/2019,Q2,5,C,Harbour Control,Arrival,2,44,87,133
4/22/2019,Q2,5,C,Harbour Control,Departure,0,45,5,50
4/22/2019,Q2,5,C,Kai Tak Cruise Terminal,Arrival,643,368,27,1038
4/22/2019,Q2,5,C,Kai Tak Cruise Terminal,Departure,493,318,1386,2197
4/22/2019,Q2,5,C,Macau Ferry Terminal,Arrival,23368,1199,3868,28435
4/22/2019,Q2,5,C,Macau Ferry Terminal,Departure,9550,1221,4086,14857
4/22/2019,Q2,5,C,Tuen Mun Ferry Terminal,Arrival,1546,12,43,1601
4/22/2019,Q2,5,C,Tuen Mun Ferry Terminal,Departure,787,20,49,856
4/30/2019,Q2,5,E,Airport,Arrival,35253,18469,25397,79119
4/30/2019,Q2,5,E,Airport,Departure,25858,23605,27297,76760
4/30/2019,Q2,5,E,Express Rail Link West Kowloon,Arrival,7720,23753,1677,33150
4/30/2019,Q2,5,E,Express Rail Link West Kowloon,Departure,5485,13655,1827,20967
4/30/2019,Q2,5,E,Hung Hom,Arrival,2317,2007,401,4725
4/30/2019,Q2,5,E,Hung Hom,Departure,1837,1469,1361,4667
4/30/2019,Q2,5,E,Lo Wu,Arrival,80230,31198,2264,113692
4/30/2019,Q2,5,E,Lo Wu,Departure,92340,28058,2163,122561
4/30/2019,Q2,5,E,Lok Ma Chau Spur Line,Arrival,47800,26062,853,74715
4/30/2019,Q2,5,E,Lok Ma Chau Spur Line,Departure,51565,20598,576,72739
4/30/2019,Q2,5,E,Hong Kong-Zhuhai-Macao Bridge,Arrival,11523,10152,3390,25065
4/30/2019,Q2,5,E,Hong Kong-Zhuhai-Macao Bridge,Departure,12047,13241,3406,28694
4/30/2019,Q2,5,E,Lok Ma Chau,Arrival,25022,12827,1755,39604
4/30/2019,Q2,5,E,Lok Ma Chau,Departure,25689,9158,974,35821
4/30/2019,Q2,5,E,Man Kam To,Arrival,3429,2289,61,5779
4/30/2019,Q2,5,E,Man Kam To,Departure,3815,1661,47,5523
4/30/2019,Q2,5,E,Sha Tau Kok,Arrival,2891,1366,177,4434
4/30/2019,Q2,5,E,Sha Tau Kok,Departure,2911,849,85,3845
4/30/2019,Q2,5,E,Shenzhen Bay,Arrival,31337,27070,2350,60757
4/30/2019,Q2,5,E,Shenzhen Bay,Departure,29728,20107,1764,51599
4/30/2019,Q2,5,E,China Ferry Terminal,Arrival,2630,2159,1831,6620
4/30/2019,Q2,5,E,China Ferry Terminal,Departure,2112,2172,1926,6210
4/30/2019,Q2,5,E,Harbour Control,Arrival,6,0,92,98
4/30/2019,Q2,5,E,Harbour Control,Departure,1,0,14,15
4/30/2019,Q2,5,E,Kai Tak Cruise Terminal,Arrival,658,292,45,995
4/30/2019,Q2,5,E,Kai Tak Cruise Terminal,Departure,868,195,41,1104
4/30/2019,Q2,5,E,Macau Ferry Terminal,Arrival,9674,1874,5052,16600
4/30/2019,Q2,5,E,Macau Ferry Terminal,Departure,9539,1979,4449,15967
4/30/2019,Q2,5,E,Tuen Mun Ferry Terminal,Arrival,675,19,27,721
4/30/2019,Q2,5,E,Tuen Mun Ferry Terminal,Departure,597,6,20,623
5/1/2019,Q2,5,E,Airport,Arrival,35782,20271,28085,84138
5/1/2019,Q2,5,E,Airport,Departure,31266,20266,27935,79467
5/1/2019,Q2,5,E,Express Rail Link West Kowloon,Arrival,6887,47187,1720,55794
5/1/2019,Q2,5,E,Express Rail Link West Kowloon,Departure,5201,21496,1604,28301
5/1/2019,Q2,5,E,Hung Hom,Arrival,1683,3407,491,5581
5/1/2019,Q2,5,E,Hung Hom,Departure,1367,1542,502,3411
5/1/2019,Q2,5,E,Lo Wu,Arrival,84407,59994,1923,146324
5/1/2019,Q2,5,E,Lo Wu,Departure,70630,53777,1884,126291
5/1/2019,Q2,5,E,Lok Ma Chau Spur Line,Arrival,44831,56860,979,102670
5/1/2019,Q2,5,E,Lok Ma Chau Spur Line,Departure,39410,41499,678,81587
5/1/2019,Q2,5,E,Hong Kong-Zhuhai-Macao Bridge,Arrival,16878,17781,3724,38383
5/1/2019,Q2,5,E,Hong Kong-Zhuhai-Macao Bridge,Departure,15229,19389,4254,38872
5/1/2019,Q2,5,E,Lok Ma Chau,Arrival,26941,19661,1263,47865
5/1/2019,Q2,5,E,Lok Ma Chau,Departure,19443,10858,691,30992
5/1/2019,Q2,5,E,Man Kam To,Arrival,1525,5089,66,6680
5/1/2019,Q2,5,E,Man Kam To,Departure,1351,2575,18,3944
5/1/2019,Q2,5,E,Sha Tau Kok,Arrival,1952,2548,152,4652
5/1/2019,Q2,5,E,Sha Tau Kok,Departure,1735,1458,71,3264
5/1/2019,Q2,5,E,Shenzhen Bay,Arrival,27065,48123,2302,77490
5/1/2019,Q2,5,E,Shenzhen Bay,Departure,21906,31125,1355,54386
5/1/2019,Q2,5,E,China Ferry Terminal,Arrival,1871,3804,1665,7340
5/1/2019,Q2,5,E,China Ferry Terminal,Departure,1409,3009,1718,6136
5/1/2019,Q2,5,E,Harbour Control,Arrival,6,0,39,45
5/1/2019,Q2,5,E,Harbour Control,Departure,0,0,0,0
5/1/2019,Q2,5,E,Kai Tak Cruise Terminal,Arrival,869,196,35,1100
5/1/2019,Q2,5,E,Kai Tak Cruise Terminal,Departure,654,670,27,1351
5/1/2019,Q2,5,E,Macau Ferry Terminal,Arrival,9358,2874,4473,16705
5/1/2019,Q2,5,E,Macau Ferry Terminal,Departure,6895,2642,3823,13360
5/1/2019,Q2,5,E,Tuen Mun Ferry Terminal,Arrival,594,37,44,675
5/1/2019,Q2,5,E,Tuen Mun Ferry Terminal,Departure,532,33,28,593
5/2/2019,Q2,5,E,Airport,Arrival,25793,18458,27307,71558
5/2/2019,Q2,5,E,Airport,Departure,24758,12761,24278,61797
5/2/2019,Q2,5,E,Express Rail Link West Kowloon,Arrival,4837,38710,1607,45154
5/2/2019,Q2,5,E,Express Rail Link West Kowloon,Departure,4512,28114,1109,33735
5/2/2019,Q2,5,E,Hung Hom,Arrival,1337,2389,492,4218
5/2/2019,Q2,5,E,Hung Hom,Departure,1543,2240,376,4159
5/2/2019,Q2,5,E,Lo Wu,Arrival,69115,64926,2174,136215
5/2/2019,Q2,5,E,Lo Wu,Departure,68197,80712,2302,151211
5/2/2019,Q2,5,E,Lok Ma Chau Spur Line,Arrival,42030,68084,1026,111140
5/2/2019,Q2,5,E,Lok Ma Chau Spur Line,Departure,41445,63463,939,105847
5/2/2019,Q2,5,E,Hong Kong-Zhuhai-Macao Bridge,Arrival,8733,23286,2933,34952
5/2/2019,Q2,5,E,Hong Kong-Zhuhai-Macao Bridge,Departure,8586,28437,3153,40176
5/2/2019,Q2,5,E,Lok Ma Chau,Arrival,21332,16720,966,39018
5/2/2019,Q2,5,E,Lok Ma Chau,Departure,18559,16763,932,36254
5/2/2019,Q2,5,E,Man Kam To,Arrival,3542,5552,51,9145
5/2/2019,Q2,5,E,Man Kam To,Departure,3703,3583,69,7355
5/2/2019,Q2,5,E,Sha Tau Kok,Arrival,2403,2658,118,5179
5/2/2019,Q2,5,E,Sha Tau Kok,Departure,2465,1946,96,4507
5/2/2019,Q2,5,E,Shenzhen Bay,Arrival,24279,50809,1976,77064
5/2/2019,Q2,5,E,Shenzhen Bay,Departure,23619,48160,1620,73399
5/2/2019,Q2,5,E,China Ferry Terminal,Arrival,1552,3873,1652,7077
5/2/2019,Q2,5,E,China Ferry Terminal,Departure,1699,4481,1910,8090
5/2/2019,Q2,5,E,Harbour Control,Arrival,1,0,52,53
5/2/2019,Q2,5,E,Harbour Control,Departure,3,0,35,38
5/2/2019,Q2,5,E,Kai Tak Cruise Terminal,Arrival,653,670,34,1357
5/2/2019,Q2,5,E,Kai Tak Cruise Terminal,Departure,549,687,43,1279
5/2/2019,Q2,5,E,Macau Ferry Terminal,Arrival,7306,3958,4947,16211
5/2/2019,Q2,5,E,Macau Ferry Terminal,Departure,7231,4316,4689,16236
5/2/2019,Q2,5,E,Tuen Mun Ferry Terminal,Arrival,426,52,29,507
5/2/2019,Q2,5,E,Tuen Mun Ferry Terminal,Departure,537,42,37,616
5/3/2019,Q2,5,E,Airport,Arrival,21716,19456,27771,68943
5/3/2019,Q2,5,E,Airport,Departure,27917,15539,26252,69708
5/3/2019,Q2,5,E,Express Rail Link West Kowloon,Arrival,4740,35174,1793,41707
5/3/2019,Q2,5,E,Express Rail Link West Kowloon,Departure,5741,35264,1056,42061
5/3/2019,Q2,5,E,Hung Hom,Arrival,1639,2260,698,4597
5/3/2019,Q2,5,E,Hung Hom,Departure,1823,2868,372,5063
5/3/2019,Q2,5,E,Lo Wu,Arrival,69250,50563,1987,121800
5/3/2019,Q2,5,E,Lo Wu,Departure,78735,71630,2360,152725
5/3/2019,Q2,5,E,Lok Ma Chau Spur Line,Arrival,41399,54949,908,97256
5/3/2019,Q2,5,E,Lok Ma Chau Spur Line,Departure,46938,60150,1003,108091
5/3/2019,Q2,5,E,Hong Kong-Zhuhai-Macao Bridge,Arrival,9021,18567,3481,31069
5/3/2019,Q2,5,E,Hong Kong-Zhuhai-Macao Bridge,Departure,10719,23441,3620,37780
5/3/2019,Q2,5,E,Lok Ma Chau,Arrival,20105,11909,896,32910
5/3/2019,Q2,5,E,Lok Ma Chau,Departure,21927,20243,935,43105
5/3/2019,Q2,5,E,Man Kam To,Arrival,3604,5144,35,8783
5/3/2019,Q2,5,E,Man Kam To,Departure,3787,3606,83,7476
5/3/2019,Q2,5,E,Sha Tau Kok,Arrival,2515,2418,125,5058
5/3/2019,Q2,5,E,Sha Tau Kok,Departure,2724,1980,113,4817
5/3/2019,Q2,5,E,Shenzhen Bay,Arrival,24439,41360,1929,67728
5/3/2019,Q2,5,E,Shenzhen Bay,Departure,28730,52698,1755,83183
5/3/2019,Q2,5,E,China Ferry Terminal,Arrival,1810,3500,1804,7114
5/3/2019,Q2,5,E,China Ferry Terminal,Departure,2041,4627,2192,8860
5/3/2019,Q2,5,E,Harbour Control,Arrival,11,0,93,104
5/3/2019,Q2,5,E,Harbour Control,Departure,2,5,21,28
5/3/2019,Q2,5,E,Kai Tak Cruise Terminal,Arrival,967,2628,271,3866
5/3/2019,Q2,5,E,Kai Tak Cruise Terminal,Departure,2959,1379,477,4815
5/3/2019,Q2,5,E,Macau Ferry Terminal,Arrival,7928,3818,5882,17628
5/3/2019,Q2,5,E,Macau Ferry Terminal,Departure,8538,3830,4880,17248
5/3/2019,Q2,5,E,Tuen Mun Ferry Terminal,Arrival,431,81,43,555
5/3/2019,Q2,5,E,Tuen Mun Ferry Terminal,Departure,510,61,27,598
5/4/2019,Q2,5,E,Airport,Arrival,23936,27260,25096,76292
5/4/2019,Q2,5,E,Airport,Departure,25189,19613,28495,73297
5/4/2019,Q2,5,E,Express Rail Link West Kowloon,Arrival,4192,18881,1319,24392
5/4/2019,Q2,5,E,Express Rail Link West Kowloon,Departure,7542,38495,1195,47232
5/4/2019,Q2,5,E,Hung Hom,Arrival,1344,1186,550,3080
5/4/2019,Q2,5,E,Hung Hom,Departure,1942,3062,430,5434
5/4/2019,Q2,5,E,Lo Wu,Arrival,74296,28924,1939,105159
5/4/2019,Q2,5,E,Lo Wu,Departure,95441,45200,2051,142692
5/4/2019,Q2,5,E,Lok Ma Chau Spur Line,Arrival,40692,31577,633,72902
5/4/2019,Q2,5,E,Lok Ma Chau Spur Line,Departure,53223,38681,821,92725
5/4/2019,Q2,5,E,Hong Kong-Zhuhai-Macao Bridge,Arrival,11631,8534,4835,25000
5/4/2019,Q2,5,E,Hong Kong-Zhuhai-Macao Bridge,Departure,17603,12466,4663,34732
5/4/2019,Q2,5,E,Lok Ma Chau,Arrival,21940,6855,693,29488
5/4/2019,Q2,5,E,Lok Ma Chau,Departure,25398,17703,975,44076
5/4/2019,Q2,5,E,Man Kam To,Arrival,2007,3767,33,5807
5/4/2019,Q2,5,E,Man Kam To,Departure,2700,3360,65,6125
5/4/2019,Q2,5,E,Sha Tau Kok,Arrival,2027,1301,79,3407
5/4/2019,Q2,5,E,Sha Tau Kok,Departure,2501,1699,121,4321
5/4/2019,Q2,5,E,Shenzhen Bay,Arrival,22743,25627,1464,49834
5/4/2019,Q2,5,E,Shenzhen Bay,Departure,32048,43429,2010,77487
5/4/2019,Q2,5,E,China Ferry Terminal,Arrival,1723,1683,1977,5383
5/4/2019,Q2,5,E,China Ferry Terminal,Departure,2574,2881,2170,7625
5/4/2019,Q2,5,E,Harbour Control,Arrival,0,0,43,43
5/4/2019,Q2,5,E,Harbour Control,Departure,0,0,11,11
5/4/2019,Q2,5,E,Kai Tak Cruise Terminal,Arrival,720,371,21,1112
5/4/2019,Q2,5,E,Kai Tak Cruise Terminal,Departure,839,173,19,1031
5/4/2019,Q2,5,E,Macau Ferry Terminal,Arrival,8378,1864,6218,16460
5/4/2019,Q2,5,E,Macau Ferry Terminal,Departure,12059,1947,5189,19195
5/4/2019,Q2,5,E,Tuen Mun Ferry Terminal,Arrival,511,29,47,587
5/4/2019,Q2,5,E,Tuen Mun Ferry Terminal,Departure,723,23,38,784
5/5/2019,Q2,5,E,Airport,Arrival,34679,24310,23717,82706
5/5/2019,Q2,5,E,Airport,Departure,26117,15943,33975,76035
5/5/2019,Q2,5,E,Express Rail Link West Kowloon,Arrival,8229,11538,1304,21071
5/5/2019,Q2,5,E,Express Rail Link West Kowloon,Departure,5337,14835,1357,21529
5/5/2019,Q2,5,E,Hung Hom,Arrival,1955,1043,396,3394
5/5/2019,Q2,5,E,Hung Hom,Departure,1048,1170,356,2574
5/5/2019,Q2,5,E,Lo Wu,Arrival,94880,22753,1818,119451
5/5/2019,Q2,5,E,Lo Wu,Departure,68572,24963,2035,95570
5/5/2019,Q2,5,E,Lok Ma Chau Spur Line,Arrival,48991,19687,547,69225
5/5/2019,Q2,5,E,Lok Ma Chau Spur Line,Departure,38724,19611,795,59130
5/5/2019,Q2,5,E,Hong Kong-Zhuhai-Macao Bridge,Arrival,16424,6665,3986,27075
5/5/2019,Q2,5,E,Hong Kong-Zhuhai-Macao Bridge,Departure,11207,8062,5010,24279
5/5/2019,Q2,5,E,Lok Ma Chau,Arrival,27906,6069,675,34650
5/5/2019,Q2,5,E,Lok Ma Chau,Departure,18564,13092,1587,33243
5/5/2019,Q2,5,E,Man Kam To,Arrival,1899,1571,124,3594
5/5/2019,Q2,5,E,Man Kam To,Departure,1407,1391,35,2833
5/5/2019,Q2,5,E,Sha Tau Kok,Arrival,2523,960,73,3556
5/5/2019,Q2,5,E,Sha Tau Kok,Departure,1678,825,127,2630
5/5/2019,Q2,5,E,Shenzhen Bay,Arrival,34813,16479,1286,52578
5/5/2019,Q2,5,E,Shenzhen Bay,Departure,22756,22776,2231,47763
5/5/2019,Q2,5,E,China Ferry Terminal,Arrival,2273,1199,1368,4840
5/5/2019,Q2,5,E,China Ferry Terminal,Departure,1424,1402,1915,4741
5/5/2019,Q2,5,E,Harbour Control,Arrival,137,0,45,182
5/5/2019,Q2,5,E,Harbour Control,Departure,0,0,1,1
5/5/2019,Q2,5,E,Kai Tak Cruise Terminal,Arrival,3078,1185,422,4685
5/5/2019,Q2,5,E,Kai Tak Cruise Terminal,Departure,959,911,248,2118
5/5/2019,Q2,5,E,Macau Ferry Terminal,Arrival,11381,1042,4632,17055
5/5/2019,Q2,5,E,Macau Ferry Terminal,Departure,6979,1043,5038,13060
5/5/2019,Q2,5,E,Tuen Mun Ferry Terminal,Arrival,684,12,24,720
5/5/2019,Q2,5,E,Tuen Mun Ferry Terminal,Departure,485,25,35,545
5/11/2019,Q2,5,F,Airport,Arrival,27788,13946,22122,63856
5/11/2019,Q2,5,F,Airport,Departure,48047,11291,21425,80763
5/11/2019,Q2,5,F,Express Rail Link West Kowloon,Arrival,5712,33050,1361,40123
5/11/2019,Q2,5,F,Express Rail Link West Kowloon,Departure,22668,24011,903,47582
5/11/2019,Q2,5,F,Hung Hom,Arrival,1056,2025,370,3451
5/11/2019,Q2,5,F,Hung Hom,Departure,3210,1800,242,5252
5/11/2019,Q2,5,F,Lo Wu,Arrival,80688,49995,2056,132739
5/11/2019,Q2,5,F,Lo Wu,Departure,138792,54384,1935,195111
5/11/2019,Q2,5,F,Lok Ma Chau Spur Line,Arrival,45228,54593,973,100794
5/11/2019,Q2,5,F,Lok Ma Chau Spur Line,Departure,72514,50181,874,123569
5/11/2019,Q2,5,F,Hong Kong-Zhuhai-Macao Bridge,Arrival,12431,15448,6448,34327
5/11/2019,Q2,5,F,Hong Kong-Zhuhai-Macao Bridge,Departure,29859,19660,5789,55308
5/11/2019,Q2,5,F,Lok Ma Chau,Arrival,24314,14386,1154,39854
5/11/2019,Q2,5,F,Lok Ma Chau,Departure,31585,14310,968,46863
5/11/2019,Q2,5,F,Man Kam To,Arrival,1903,5717,65,7685
5/11/2019,Q2,5,F,Man Kam To,Departure,3258,3303,49,6610
5/11/2019,Q2,5,F,Sha Tau Kok,Arrival,2014,2192,167,4373
5/11/2019,Q2,5,F,Sha Tau Kok,Departure,3737,1521,78,5336
5/11/2019,Q2,5,F,Shenzhen Bay,Arrival,25817,43006,2256,71079
5/11/2019,Q2,5,F,Shenzhen Bay,Departure,51941,41265,1734,94940
5/11/2019,Q2,5,F,China Ferry Terminal,Arrival,1716,2153,1482,5351
5/11/2019,Q2,5,F,China Ferry Terminal,Departure,4010,2442,1316,7768
5/11/2019,Q2,5,F,Harbour Control,Arrival,2,0,51,53
5/11/2019,Q2,5,F,Harbour Control,Departure,243,0,40,283
5/11/2019,Q2,5,F,Kai Tak Cruise Terminal,Arrival,625,209,28,862
