Date,Season,Week,Festive Period,Control Point,Arrival/Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
5/13/2020,Q2,5,E+F,Macau Ferry Terminal,Arrival,0,0,0,0
5/13/2020,Q2,5,E+F,Macau Ferry Terminal,Departure,0,0,0,0
5/13/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5/13/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Departure,0,0,0,0
5/14/2020,Q2,5,E+F,Airport,Arrival,597,3,32,632
5/14/2020,Q2,5,E+F,Airport,Departure,187,2,41,230
5/14/2020,Q2,5,E+F,Express Rail Link West Kowloon,Arrival,0,0,0,0
5/14/2020,Q2,5,E+F,Express Rail Link West Kowloon,Departure,0,0,0,0
5/14/2020,Q2,5,E+F,Hung Hom,Arrival,0,0,0,0
5/14/2020,Q2,5,E+F,Hung Hom,Departure,0,0,0,0
5/14/2020,Q2,5,E+F,Lo Wu,Arrival,0,0,0,0
5/14/2020,Q2,5,E+F,Lo Wu,Departure,0,0,0,0
5/14/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5/14/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Departure,0,0,0,0
5/14/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Arrival,119,5,11,135
5/14/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Departure,41,0,5,46
5/14/2020,Q2,5,E+F,Lok Ma Chau,Arrival,0,0,0,0
5/14/2020,Q2,5,E+F,Lok Ma Chau,Departure,0,0,0,0
5/14/2020,Q2,5,E+F,Man Kam To,Arrival,0,0,0,0
5/14/2020,Q2,5,E+F,Man Kam To,Departure,0,0,0,0
5/14/2020,Q2,5,E+F,Sha Tau Kok,Arrival,0,0,0,0
5/14/2020,Q2,5,E+F,Sha Tau Kok,Departure,0,0,0,0
5/14/2020,Q2,5,E+F,Shenzhen Bay,Arrival,777,122,4,903
5/14/2020,Q2,5,E+F,Shenzhen Bay,Departure,298,41,29,368
5/14/2020,Q2,5,E+F,China Ferry Terminal,Arrival,0,0,0,0
5/14/2020,Q2,5,E+F,China Ferry Terminal,Departure,0,0,0,0
5/14/2020,Q2,5,E+F,Harbour Control,Arrival,0,0,0,0
5/14/2020,Q2,5,E+F,Harbour Control,Departure,0,0,0,0
5/14/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5/14/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Departure,0,0,0,0
5/14/2020,Q2,5,E+F,Macau Ferry Terminal,Arrival,0,0,0,0
5/14/2020,Q2,5,E+F,Macau Ferry Terminal,Departure,0,0,0,0
5/14/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5/14/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Departure,0,0,0,0
5/15/2020,Q2,5,E+F,Airport,Arrival,939,3,31,973
5/15/2020,Q2,5,E+F,Airport,Departure,251,3,60,314
5/15/2020,Q2,5,E+F,Express Rail Link West Kowloon,Arrival,0,0,0,0
5/15/2020,Q2,5,E+F,Express Rail Link West Kowloon,Departure,0,0,0,0
5/15/2020,Q2,5,E+F,Hung Hom,Arrival,0,0,0,0
5/15/2020,Q2,5,E+F,Hung Hom,Departure,0,0,0,0
5/15/2020,Q2,5,E+F,Lo Wu,Arrival,0,0,0,0
5/15/2020,Q2,5,E+F,Lo Wu,Departure,0,0,0,0
5/15/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5/15/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Departure,0,0,0,0
5/15/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Arrival,102,9,8,119
5/15/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Departure,51,5,9,65
5/15/2020,Q2,5,E+F,Lok Ma Chau,Arrival,0,0,0,0
5/15/2020,Q2,5,E+F,Lok Ma Chau,Departure,0,0,0,0
5/15/2020,Q2,5,E+F,Man Kam To,Arrival,0,0,0,0
5/15/2020,Q2,5,E+F,Man Kam To,Departure,0,0,0,0
5/15/2020,Q2,5,E+F,Sha Tau Kok,Arrival,0,0,0,0
5/15/2020,Q2,5,E+F,Sha Tau Kok,Departure,0,0,0,0
5/15/2020,Q2,5,E+F,Shenzhen Bay,Arrival,885,133,5,1023
5/15/2020,Q2,5,E+F,Shenzhen Bay,Departure,293,55,1,349
5/15/2020,Q2,5,E+F,China Ferry Terminal,Arrival,0,0,0,0
5/15/2020,Q2,5,E+F,China Ferry Terminal,Departure,0,0,0,0
5/15/2020,Q2,5,E+F,Harbour Control,Arrival,0,0,0,0
5/15/2020,Q2,5,E+F,Harbour Control,Departure,0,0,0,0
5/15/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5/15/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Departure,0,0,0,0
5/15/2020,Q2,5,E+F,Macau Ferry Terminal,Arrival,0,0,0,0
5/15/2020,Q2,5,E+F,Macau Ferry Terminal,Departure,0,0,0,0
5/15/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5/15/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Departure,0,0,0,0
5/16/2020,Q2,5,E+F,Airport,Arrival,891,13,149,1053
5/16/2020,Q2,5,E+F,Airport,Departure,337,5,77,419
5/16/2020,Q2,5,E+F,Express Rail Link West Kowloon,Arrival,0,0,0,0
5/16/2020,Q2,5,E+F,Express Rail Link West Kowloon,Departure,0,0,0,0
5/16/2020,Q2,5,E+F,Hung Hom,Arrival,0,0,0,0
5/16/2020,Q2,5,E+F,Hung Hom,Departure,0,0,0,0
5/16/2020,Q2,5,E+F,Lo Wu,Arrival,0,0,0,0
5/16/2020,Q2,5,E+F,Lo Wu,Departure,0,0,0,0
5/16/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5/16/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Departure,0,0,0,0
5/16/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Arrival,80,6,7,93
5/16/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Departure,46,3,3,52
5/16/2020,Q2,5,E+F,Lok Ma Chau,Arrival,0,0,0,0
5/16/2020,Q2,5,E+F,Lok Ma Chau,Departure,0,0,0,0
5/16/2020,Q2,5,E+F,Man Kam To,Arrival,0,0,0,0
5/16/2020,Q2,5,E+F,Man Kam To,Departure,0,0,0,0
5/16/2020,Q2,5,E+F,Sha Tau Kok,Arrival,0,0,0,0
5/16/2020,Q2,5,E+F,Sha Tau Kok,Departure,0,0,0,0
5/16/2020,Q2,5,E+F,Shenzhen Bay,Arrival,950,155,9,1114
5/16/2020,Q2,5,E+F,Shenzhen Bay,Departure,311,45,3,359
5/16/2020,Q2,5,E+F,China Ferry Terminal,Arrival,0,0,0,0
5/16/2020,Q2,5,E+F,China Ferry Terminal,Departure,0,0,0,0
5/16/2020,Q2,5,E+F,Harbour Control,Arrival,0,0,0,0
5/16/2020,Q2,5,E+F,Harbour Control,Departure,0,0,0,0
5/16/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5/16/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Departure,0,0,0,0
5/16/2020,Q2,5,E+F,Macau Ferry Terminal,Arrival,0,0,0,0
5/16/2020,Q2,5,E+F,Macau Ferry Terminal,Departure,0,0,0,0
5/16/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5/16/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Departure,0,0,0,0
5/17/2020,Q2,5,E+F,Airport,Arrival,873,6,55,934
5/17/2020,Q2,5,E+F,Airport,Departure,221,7,61,289
5/17/2020,Q2,5,E+F,Express Rail Link West Kowloon,Arrival,0,0,0,0
5/17/2020,Q2,5,E+F,Express Rail Link West Kowloon,Departure,0,0,0,0
5/17/2020,Q2,5,E+F,Hung Hom,Arrival,0,0,0,0
5/17/2020,Q2,5,E+F,Hung Hom,Departure,0,0,0,0
5/17/2020,Q2,5,E+F,Lo Wu,Arrival,0,0,0,0
5/17/2020,Q2,5,E+F,Lo Wu,Departure,0,0,0,0
5/17/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5/17/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Departure,0,0,0,0
5/17/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Arrival,110,5,3,118
5/17/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Departure,30,4,1,35
5/17/2020,Q2,5,E+F,Lok Ma Chau,Arrival,0,0,0,0
5/17/2020,Q2,5,E+F,Lok Ma Chau,Departure,0,0,0,0
5/17/2020,Q2,5,E+F,Man Kam To,Arrival,0,0,0,0
5/17/2020,Q2,5,E+F,Man Kam To,Departure,0,0,0,0
5/17/2020,Q2,5,E+F,Sha Tau Kok,Arrival,0,0,0,0
5/17/2020,Q2,5,E+F,Sha Tau Kok,Departure,0,0,0,0
5/17/2020,Q2,5,E+F,Shenzhen Bay,Arrival,1169,182,10,1361
5/17/2020,Q2,5,E+F,Shenzhen Bay,Departure,195,40,1,236
5/17/2020,Q2,5,E+F,China Ferry Terminal,Arrival,0,0,0,0
5/17/2020,Q2,5,E+F,China Ferry Terminal,Departure,0,0,0,0
5/17/2020,Q2,5,E+F,Harbour Control,Arrival,0,0,0,0
5/17/2020,Q2,5,E+F,Harbour Control,Departure,0,0,0,0
5/17/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5/17/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Departure,0,0,0,0
5/17/2020,Q2,5,E+F,Macau Ferry Terminal,Arrival,0,0,0,0
5/17/2020,Q2,5,E+F,Macau Ferry Terminal,Departure,0,0,0,0
5/17/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5/17/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Departure,0,0,0,0
5/18/2020,Q2,5,E+F,Airport,Arrival,997,6,39,1042
5/18/2020,Q2,5,E+F,Airport,Departure,261,9,62,332
5/18/2020,Q2,5,E+F,Express Rail Link West Kowloon,Arrival,0,0,0,0
5/18/2020,Q2,5,E+F,Express Rail Link West Kowloon,Departure,0,0,0,0
5/18/2020,Q2,5,E+F,Hung Hom,Arrival,0,0,0,0
5/18/2020,Q2,5,E+F,Hung Hom,Departure,0,0,0,0
5/18/2020,Q2,5,E+F,Lo Wu,Arrival,0,0,0,0
5/18/2020,Q2,5,E+F,Lo Wu,Departure,0,0,0,0
5/18/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5/18/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Departure,0,0,0,0
5/18/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Arrival,84,6,14,104
5/18/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Departure,26,0,2,28
5/18/2020,Q2,5,E+F,Lok Ma Chau,Arrival,0,0,0,0
5/18/2020,Q2,5,E+F,Lok Ma Chau,Departure,0,0,0,0
5/18/2020,Q2,5,E+F,Man Kam To,Arrival,0,0,0,0
5/18/2020,Q2,5,E+F,Man Kam To,Departure,0,0,0,0
5/18/2020,Q2,5,E+F,Sha Tau Kok,Arrival,0,0,0,0
5/18/2020,Q2,5,E+F,Sha Tau Kok,Departure,0,0,0,0
5/18/2020,Q2,5,E+F,Shenzhen Bay,Arrival,938,125,13,1076
5/18/2020,Q2,5,E+F,Shenzhen Bay,Departure,348,39,2,389
5/18/2020,Q2,5,E+F,China Ferry Terminal,Arrival,0,0,0,0
5/18/2020,Q2,5,E+F,China Ferry Terminal,Departure,0,0,0,0
5/18/2020,Q2,5,E+F,Harbour Control,Arrival,0,0,0,0
5/18/2020,Q2,5,E+F,Harbour Control,Departure,0,0,0,0
5/18/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5/18/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Departure,0,0,0,0
5/18/2020,Q2,5,E+F,Macau Ferry Terminal,Arrival,0,0,0,0
5/18/2020,Q2,5,E+F,Macau Ferry Terminal,Departure,0,0,0,0
5/18/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5/18/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Departure,0,0,0,0
5/19/2020,Q2,5,E+F,Airport,Arrival,385,0,14,399
5/19/2020,Q2,5,E+F,Airport,Departure,144,2,18,164
5/19/2020,Q2,5,E+F,Express Rail Link West Kowloon,Arrival,0,0,0,0
5/19/2020,Q2,5,E+F,Express Rail Link West Kowloon,Departure,0,0,0,0
5/19/2020,Q2,5,E+F,Hung Hom,Arrival,0,0,0,0
5/19/2020,Q2,5,E+F,Hung Hom,Departure,0,0,0,0
5/19/2020,Q2,5,E+F,Lo Wu,Arrival,0,0,0,0
5/19/2020,Q2,5,E+F,Lo Wu,Departure,0,0,0,0
5/19/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5/19/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Departure,0,0,0,0
5/19/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Arrival,68,5,10,83
5/19/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Departure,20,1,1,22
5/19/2020,Q2,5,E+F,Lok Ma Chau,Arrival,0,0,0,0
5/19/2020,Q2,5,E+F,Lok Ma Chau,Departure,0,0,0,0
5/19/2020,Q2,5,E+F,Man Kam To,Arrival,0,0,0,0
5/19/2020,Q2,5,E+F,Man Kam To,Departure,0,0,0,0
5/19/2020,Q2,5,E+F,Sha Tau Kok,Arrival,0,0,0,0
5/19/2020,Q2,5,E+F,Sha Tau Kok,Departure,0,0,0,0
5/19/2020,Q2,5,E+F,Shenzhen Bay,Arrival,889,115,8,1012
5/19/2020,Q2,5,E+F,Shenzhen Bay,Departure,454,37,5,496
5/19/2020,Q2,5,E+F,China Ferry Terminal,Arrival,0,0,0,0
5/19/2020,Q2,5,E+F,China Ferry Terminal,Departure,0,0,0,0
5/19/2020,Q2,5,E+F,Harbour Control,Arrival,0,0,0,0
5/19/2020,Q2,5,E+F,Harbour Control,Departure,0,0,0,0
5/19/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5/19/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Departure,0,0,0,0
5/19/2020,Q2,5,E+F,Macau Ferry Terminal,Arrival,0,0,0,0
5/19/2020,Q2,5,E+F,Macau Ferry Terminal,Departure,0,0,0,0
5/19/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5/19/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Departure,0,0,0,0
5/20/2020,Q2,5,E+F,Airport,Arrival,787,5,20,812
5/20/2020,Q2,5,E+F,Airport,Departure,230,8,26,264
5/20/2020,Q2,5,E+F,Express Rail Link West Kowloon,Arrival,0,0,0,0
5/20/2020,Q2,5,E+F,Express Rail Link West Kowloon,Departure,0,0,0,0
5/20/2020,Q2,5,E+F,Hung Hom,Arrival,0,0,0,0
5/20/2020,Q2,5,E+F,Hung Hom,Departure,0,0,0,0
5/20/2020,Q2,5,E+F,Lo Wu,Arrival,0,0,0,0
5/20/2020,Q2,5,E+F,Lo Wu,Departure,0,0,0,0
5/20/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5/20/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Departure,0,0,0,0
5/20/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Arrival,70,9,6,85
5/20/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Departure,22,3,1,26
5/20/2020,Q2,5,E+F,Lok Ma Chau,Arrival,0,0,0,0
5/20/2020,Q2,5,E+F,Lok Ma Chau,Departure,0,0,0,0
5/20/2020,Q2,5,E+F,Man Kam To,Arrival,0,0,0,0
5/20/2020,Q2,5,E+F,Man Kam To,Departure,0,0,0,0
5/20/2020,Q2,5,E+F,Sha Tau Kok,Arrival,0,0,0,0
5/20/2020,Q2,5,E+F,Sha Tau Kok,Departure,0,0,0,0
5/20/2020,Q2,5,E+F,Shenzhen Bay,Arrival,1019,135,13,1167
5/20/2020,Q2,5,E+F,Shenzhen Bay,Departure,262,41,1,304
5/20/2020,Q2,5,E+F,China Ferry Terminal,Arrival,0,0,0,0
5/20/2020,Q2,5,E+F,China Ferry Terminal,Departure,0,0,0,0
5/20/2020,Q2,5,E+F,Harbour Control,Arrival,0,0,0,0
5/20/2020,Q2,5,E+F,Harbour Control,Departure,0,0,0,0
5/20/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5/20/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Departure,0,0,0,0
5/20/2020,Q2,5,E+F,Macau Ferry Terminal,Arrival,0,0,0,0
5/20/2020,Q2,5,E+F,Macau Ferry Terminal,Departure,0,0,0,0
5/20/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5/20/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Departure,0,0,0,0
5/21/2020,Q2,5,E+F,Airport,Arrival,474,8,30,512
5/21/2020,Q2,5,E+F,Airport,Departure,147,8,32,187
5/21/2020,Q2,5,E+F,Express Rail Link West Kowloon,Arrival,0,0,0,0
5/21/2020,Q2,5,E+F,Express Rail Link West Kowloon,Departure,0,0,0,0
5/21/2020,Q2,5,E+F,Hung Hom,Arrival,0,0,0,0
5/21/2020,Q2,5,E+F,Hung Hom,Departure,0,0,0,0
5/21/2020,Q2,5,E+F,Lo Wu,Arrival,0,0,0,0
5/21/2020,Q2,5,E+F,Lo Wu,Departure,0,0,0,0
5/21/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5/21/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Departure,0,0,0,0
5/21/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Arrival,106,4,5,115
5/21/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Departure,23,1,2,26
5/21/2020,Q2,5,E+F,Lok Ma Chau,Arrival,0,0,0,0
5/21/2020,Q2,5,E+F,Lok Ma Chau,Departure,0,0,0,0
5/21/2020,Q2,5,E+F,Man Kam To,Arrival,0,0,0,0
5/21/2020,Q2,5,E+F,Man Kam To,Departure,0,0,0,0
5/21/2020,Q2,5,E+F,Sha Tau Kok,Arrival,0,0,0,0
5/21/2020,Q2,5,E+F,Sha Tau Kok,Departure,0,0,0,0
5/21/2020,Q2,5,E+F,Shenzhen Bay,Arrival,1121,127,9,1257
5/21/2020,Q2,5,E+F,Shenzhen Bay,Departure,256,79,1,336
5/21/2020,Q2,5,E+F,China Ferry Terminal,Arrival,0,0,0,0
5/21/2020,Q2,5,E+F,China Ferry Terminal,Departure,0,0,0,0
5/21/2020,Q2,5,E+F,Harbour Control,Arrival,0,0,0,0
5/21/2020,Q2,5,E+F,Harbour Control,Departure,0,0,0,0
5/21/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5/21/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Departure,0,0,0,0
5/21/2020,Q2,5,E+F,Macau Ferry Terminal,Arrival,0,0,0,0
5/21/2020,Q2,5,E+F,Macau Ferry Terminal,Departure,0,0,0,0
5/21/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5/21/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Departure,0,0,0,0
5/22/2020,Q2,5,E+F,Airport,Arrival,1089,7,31,1127
5/22/2020,Q2,5,E+F,Airport,Departure,336,4,55,395
5/22/2020,Q2,5,E+F,Express Rail Link West Kowloon,Arrival,0,0,0,0
5/22/2020,Q2,5,E+F,Express Rail Link West Kowloon,Departure,0,0,0,0
5/22/2020,Q2,5,E+F,Hung Hom,Arrival,0,0,0,0
5/22/2020,Q2,5,E+F,Hung Hom,Departure,0,0,0,0
5/22/2020,Q2,5,E+F,Lo Wu,Arrival,0,0,0,0
5/22/2020,Q2,5,E+F,Lo Wu,Departure,0,0,0,0
5/22/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5/22/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Departure,0,0,0,0
5/22/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Arrival,69,4,4,77
5/22/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Departure,31,1,1,33
5/22/2020,Q2,5,E+F,Lok Ma Chau,Arrival,0,0,0,0
5/22/2020,Q2,5,E+F,Lok Ma Chau,Departure,0,0,0,0
5/22/2020,Q2,5,E+F,Man Kam To,Arrival,0,0,0,0
5/22/2020,Q2,5,E+F,Man Kam To,Departure,0,0,0,0
5/22/2020,Q2,5,E+F,Sha Tau Kok,Arrival,0,0,0,0
5/22/2020,Q2,5,E+F,Sha Tau Kok,Departure,0,0,0,0
5/22/2020,Q2,5,E+F,Shenzhen Bay,Arrival,1121,154,17,1292
5/22/2020,Q2,5,E+F,Shenzhen Bay,Departure,300,70,1,371
5/22/2020,Q2,5,E+F,China Ferry Terminal,Arrival,0,0,0,0
5/22/2020,Q2,5,E+F,China Ferry Terminal,Departure,0,0,0,0
5/22/2020,Q2,5,E+F,Harbour Control,Arrival,0,0,0,0
5/22/2020,Q2,5,E+F,Harbour Control,Departure,0,0,0,0
5/22/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5/22/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Departure,0,0,0,0
5/22/2020,Q2,5,E+F,Macau Ferry Terminal,Arrival,0,0,0,0
5/22/2020,Q2,5,E+F,Macau Ferry Terminal,Departure,0,0,0,0
5/22/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5/22/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Departure,0,0,0,0
5/23/2020,Q2,5,E+F,Airport,Arrival,534,5,102,641
5/23/2020,Q2,5,E+F,Airport,Departure,202,12,35,249
5/23/2020,Q2,5,E+F,Express Rail Link West Kowloon,Arrival,0,0,0,0
5/23/2020,Q2,5,E+F,Express Rail Link West Kowloon,Departure,0,0,0,0
5/23/2020,Q2,5,E+F,Hung Hom,Arrival,0,0,0,0
5/23/2020,Q2,5,E+F,Hung Hom,Departure,0,0,0,0
5/23/2020,Q2,5,E+F,Lo Wu,Arrival,0,0,0,0
5/23/2020,Q2,5,E+F,Lo Wu,Departure,0,0,0,0
5/23/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5/23/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Departure,0,0,0,0
5/23/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Arrival,118,12,3,133
5/23/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Departure,10,1,6,17
5/23/2020,Q2,5,E+F,Lok Ma Chau,Arrival,0,0,0,0
5/23/2020,Q2,5,E+F,Lok Ma Chau,Departure,0,0,0,0
5/23/2020,Q2,5,E+F,Man Kam To,Arrival,0,0,0,0
5/23/2020,Q2,5,E+F,Man Kam To,Departure,0,0,0,0
5/23/2020,Q2,5,E+F,Sha Tau Kok,Arrival,0,0,0,0
5/23/2020,Q2,5,E+F,Sha Tau Kok,Departure,0,0,0,0
5/23/2020,Q2,5,E+F,Shenzhen Bay,Arrival,1802,270,11,2083
5/23/2020,Q2,5,E+F,Shenzhen Bay,Departure,210,39,11,260
5/23/2020,Q2,5,E+F,China Ferry Terminal,Arrival,0,0,0,0
5/23/2020,Q2,5,E+F,China Ferry Terminal,Departure,0,0,0,0
5/23/2020,Q2,5,E+F,Harbour Control,Arrival,0,0,0,0
5/23/2020,Q2,5,E+F,Harbour Control,Departure,0,0,0,0
5/23/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5/23/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Departure,0,0,0,0
5/23/2020,Q2,5,E+F,Macau Ferry Terminal,Arrival,0,0,0,0
5/23/2020,Q2,5,E+F,Macau Ferry Terminal,Departure,0,0,0,0
5/23/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5/23/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Departure,0,0,0,0
5/24/2020,Q2,5,E+F,Airport,Arrival,1048,10,38,1096
5/24/2020,Q2,5,E+F,Airport,Departure,237,9,40,286
5/24/2020,Q2,5,E+F,Express Rail Link West Kowloon,Arrival,0,0,0,0
5/24/2020,Q2,5,E+F,Express Rail Link West Kowloon,Departure,0,0,0,0
5/24/2020,Q2,5,E+F,Hung Hom,Arrival,0,0,0,0
5/24/2020,Q2,5,E+F,Hung Hom,Departure,0,0,0,0
5/24/2020,Q2,5,E+F,Lo Wu,Arrival,0,0,0,0
5/24/2020,Q2,5,E+F,Lo Wu,Departure,0,0,0,0
5/24/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Arrival,0,0,0,0
5/24/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Departure,0,0,0,0
5/24/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Arrival,123,15,2,140
5/24/2020,Q2,5,E+F,Hong Kong-Zhuhai-Macao Bridge,Departure,27,0,2,29
5/24/2020,Q2,5,E+F,Lok Ma Chau,Arrival,0,0,0,0
5/24/2020,Q2,5,E+F,Lok Ma Chau,Departure,0,0,0,0
5/24/2020,Q2,5,E+F,Man Kam To,Arrival,0,0,0,0
5/24/2020,Q2,5,E+F,Man Kam To,Departure,0,0,0,0
5/24/2020,Q2,5,E+F,Sha Tau Kok,Arrival,0,0,0,0
5/24/2020,Q2,5,E+F,Sha Tau Kok,Departure,0,0,0,0
5/24/2020,Q2,5,E+F,Shenzhen Bay,Arrival,2458,439,14,2911
5/24/2020,Q2,5,E+F,Shenzhen Bay,Departure,210,35,3,248
5/24/2020,Q2,5,E+F,China Ferry Terminal,Arrival,0,0,0,0
5/24/2020,Q2,5,E+F,China Ferry Terminal,Departure,0,0,0,0
5/24/2020,Q2,5,E+F,Harbour Control,Arrival,0,0,0,0
5/24/2020,Q2,5,E+F,Harbour Control,Departure,0,0,0,0
5/24/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Arrival,0,0,0,0
5/24/2020,Q2,5,E+F,Kai Tak Cruise Terminal,Departure,0,0,0,0
5/24/2020,Q2,5,E+F,Macau Ferry Terminal,Arrival,0,0,0,0
5/24/2020,Q2,5,E+F,Macau Ferry Terminal,Departure,0,0,0,0
5/24/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Arrival,0,0,0,0
5/24/2020,Q2,5,E+F,Tuen Mun Ferry Terminal,Departure,0,0,0,0
5/25/2020,Q2,5,E+F,Airport,Arrival,673,6,46,725
5/25/2020,Q2,5,E+F,Airport,Departure,156,4,23,183
5/25/2020,Q2,5,E+F,Express Rail Link West Kowloon,Arrival,0,0,0,0
5/25/2020,Q2,5,E+F,Express Rail Link West Kowloon,Departure,0,0,0,0
5/25/2020,Q2,5,E+F,Hung Hom,Arrival,0,0,0,0
5/25/2020,Q2,5,E+F,Hung Hom,Departure,0,0,0,0
5/25/2020,Q2,5,E+F,Lo Wu,Arrival,0,0,0,0
5/25/2020,Q2,5,E+F,Lo Wu,Departure,0,0,0,0
5/25/2020,Q2,5,E+F,Lok Ma Chau Spur Line,Arrival,0,0,0,0
